village,asv_ID,host_p,host_ID,host_species,grid,season,reads,total_reads
Mandena,ASV_40,0.3241758241758242,2407,Microgale brevicaudata,flooded_rice,2,0.5492625766044852,14849
Mandena,ASV_40,0.3241758241758242,2421,Microgale brevicaudata,flooded_rice,2,0.016321371654668352,18197
Mandena,ASV_40,0.3241758241758242,2441,Microgale brevicaudata,agroforest,2,0.09580469791773515,19498
Mandena,ASV_40,0.3241758241758242,2525,Microgale brevicaudata,brushy_regrowth,3,0.005465618655978346,19211
Mandena,ASV_40,0.3241758241758242,2579,Microgale brevicaudata,agriculture,3,0.4511206069591,22934
Mandena,ASV_40,0.3241758241758242,2637,Microgale brevicaudata,flooded_rice,3,0.01561636957067537,19915
Mandena,ASV_40,0.3241758241758242,2654,Microgale brevicaudata,secondary_forest,3,0.0020041719497729967,24449
Mandena,ASV_40,0.3241758241758242,2656,Microgale brevicaudata,secondary_forest,3,0.11942575145805294,11145
Mandena,ASV_40,0.3241758241758242,2663,Microgale brevicaudata,secondary_forest,3,0.06226442801899261,20429
Mandena,ASV_40,0.3241758241758242,2664,Microgale brevicaudata,secondary_forest,3,0.00322231387915034,38792
Mandena,ASV_40,0.3241758241758242,2677,Microgale brevicaudata,semi-intact_forest,3,0.056116984119592046,21473
Mandena,ASV_40,0.3241758241758242,2678,Microgale brevicaudata,semi-intact_forest,3,0.0026231965523702454,21348
Mandena,ASV_40,0.3241758241758242,2693,Microgale brevicaudata,semi-intact_forest,3,0.09067334346776358,22366
Mandena,ASV_4001,0.054945054945054944,2035,Microgale brevicaudata,brushy_regrowth,1,0.0012565152643335816,21488
Mandena,ASV_4001,0.054945054945054944,2244,Microgale brevicaudata,agroforest,1,0.0012622720897615708,14260
Mandena,ASV_4001,0.054945054945054944,2271,Microgale brevicaudata,brushy_regrowth,2,0.0026169074980088745,17578
Mandena,ASV_4001,0.054945054945054944,2274,Microgale brevicaudata,brushy_regrowth,2,0.0019299696719051558,18135
Mandena,ASV_4001,0.054945054945054944,2279,Microgale brevicaudata,brushy_regrowth,2,0.002280225111585484,20612
Mandena,ASV_4001,0.054945054945054944,2402,Microgale brevicaudata,flooded_rice,2,0.002373296585515235,13062
Mandena,ASV_4001,0.054945054945054944,2498,Microgale brevicaudata,brushy_regrowth,3,0.0011430634099386355,16622
Mandena,ASV_4001,0.054945054945054944,2524,Microgale brevicaudata,brushy_regrowth,3,0.0043483904465212875,15408
Mandena,ASV_4001,0.054945054945054944,2590,Microgale brevicaudata,agriculture,3,0.0012829128230191216,16369
Mandena,ASV_4001,0.054945054945054944,2592,Microgale brevicaudata,flooded_rice,3,0.0023415977961432507,14520
Mandena,ASV_4009,0.016483516483516484,2124,Microgale brevicaudata,secondary_forest,1,0.0014171605256377221,7762
Mandena,ASV_4009,0.016483516483516484,2590,Microgale brevicaudata,agriculture,3,0.0015883682570712932,16369
Mandena,ASV_4009,0.016483516483516484,2681,Microgale brevicaudata,semi-intact_forest,3,0.011746576338208357,34393
Mandena,ASV_4013,0.027472527472527472,2257,Microgale brevicaudata,brushy_regrowth,2,0.001386001386001386,18759
Mandena,ASV_4013,0.027472527472527472,2271,Microgale brevicaudata,brushy_regrowth,2,0.001479121629309364,17578
Mandena,ASV_4013,0.027472527472527472,2441,Microgale brevicaudata,agroforest,2,0.0013847574110165146,19498
Mandena,ASV_4013,0.027472527472527472,2592,Microgale brevicaudata,flooded_rice,3,0.0026170798898071624,14520
Mandena,ASV_4013,0.027472527472527472,2689,Microgale brevicaudata,semi-intact_forest,3,0.004194795831421643,15257
Mandena,ASV_4027,0.016483516483516484,2394,Microgale brevicaudata,flooded_rice,2,0.007205612793123063,15821
Mandena,ASV_4027,0.016483516483516484,2401,Microgale brevicaudata,flooded_rice,2,0.015719467956469165,9924
Mandena,ASV_4027,0.016483516483516484,2422,Microgale brevicaudata,flooded_rice,2,0.0146744340387877,13561
Mandena,ASV_403,0.01098901098901099,2254,Microgale brevicaudata,brushy_regrowth,2,0.0027409207001806517,16053
Mandena,ASV_403,0.01098901098901099,2305,Microgale brevicaudata,agriculture,2,0.018210082167443926,36024
Mandena,ASV_4030,0.02197802197802198,2026,Microgale brevicaudata,brushy_regrowth,1,0.0015988953086958102,27519
Mandena,ASV_4030,0.02197802197802198,2109,Microgale brevicaudata,secondary_forest,1,0.0015926384710670677,22604
Mandena,ASV_4030,0.02197802197802198,2172,Microgale brevicaudata,flooded_rice,1,0.0032342466749036994,27518
Mandena,ASV_4030,0.02197802197802198,2255,Microgale brevicaudata,brushy_regrowth,2,0.001146161660892443,38389
Mandena,ASV_4031,0.016483516483516484,2028,Microgale brevicaudata,brushy_regrowth,1,0.013502019987242186,18812
Mandena,ASV_4031,0.016483516483516484,2441,Microgale brevicaudata,agroforest,2,0.005077443840393886,19498
Mandena,ASV_4031,0.016483516483516484,2681,Microgale brevicaudata,semi-intact_forest,3,0.0029947954525630215,34393
Mandena,ASV_4032,0.027472527472527472,2115,Microgale brevicaudata,secondary_forest,1,0.003003798922166269,11319
Mandena,ASV_4032,0.027472527472527472,2170,Microgale brevicaudata,flooded_rice,1,0.009721079787631795,13373
Mandena,ASV_4032,0.027472527472527472,2275,Microgale brevicaudata,brushy_regrowth,2,0.0030903615407659683,63423
Mandena,ASV_4032,0.027472527472527472,2444,Microgale brevicaudata,agroforest,2,0.0022661055357720947,18534
Mandena,ASV_4032,0.027472527472527472,2688,Microgale brevicaudata,semi-intact_forest,3,0.0019046041735674064,12076
Mandena,ASV_4034,0.038461538461538464,2028,Microgale brevicaudata,brushy_regrowth,1,0.0020731448011907295,18812
Mandena,ASV_4034,0.038461538461538464,2035,Microgale brevicaudata,brushy_regrowth,1,0.0012565152643335816,21488
Mandena,ASV_4034,0.038461538461538464,2244,Microgale brevicaudata,agroforest,1,0.0030855539971949507,14260
Mandena,ASV_4034,0.038461538461538464,2274,Microgale brevicaudata,brushy_regrowth,2,0.0041356492969396195,18135
Mandena,ASV_4034,0.038461538461538464,2498,Microgale brevicaudata,brushy_regrowth,3,0.001203224642040669,16622
Mandena,ASV_4034,0.038461538461538464,2528,Microgale brevicaudata,brushy_regrowth,3,0.0018046782813909903,14407
Mandena,ASV_4034,0.038461538461538464,2590,Microgale brevicaudata,agriculture,3,0.002077096951554768,16369
Mandena,ASV_404,0.01098901098901099,2131,Microgale brevicaudata,secondary_forest,1,0.02980705256154358,7515
Mandena,ASV_404,0.01098901098901099,2137,Microgale brevicaudata,semi-intact_forest,1,0.005512113831560057,7801
Mandena,ASV_4050,0.027472527472527472,2125,Microgale brevicaudata,secondary_forest,1,0.004879491349992607,13526
Mandena,ASV_4050,0.027472527472527472,2274,Microgale brevicaudata,brushy_regrowth,2,0.00347394540942928,18135
Mandena,ASV_4050,0.027472527472527472,2402,Microgale brevicaudata,flooded_rice,2,0.005512172714745062,13062
Mandena,ASV_4050,0.027472527472527472,2524,Microgale brevicaudata,brushy_regrowth,3,0.003958982346832814,15408
Mandena,ASV_4050,0.027472527472527472,2592,Microgale brevicaudata,flooded_rice,3,0.007231404958677686,14520
Mandena,ASV_4062,0.027472527472527472,2028,Microgale brevicaudata,brushy_regrowth,1,0.004784180310440145,18812
Mandena,ASV_4062,0.027472527472527472,2035,Microgale brevicaudata,brushy_regrowth,1,0.003862620997766195,21488
Mandena,ASV_4062,0.027472527472527472,2047,Microgale brevicaudata,agriculture,1,0.0010442773600668337,23940
Mandena,ASV_4062,0.027472527472527472,2274,Microgale brevicaudata,brushy_regrowth,2,0.007719878687620623,18135
Mandena,ASV_4062,0.027472527472527472,2524,Microgale brevicaudata,brushy_regrowth,3,0.0016874350986500518,15408
Mandena,ASV_4063,0.01098901098901099,2306,Microgale brevicaudata,agriculture,2,0.0019254658385093168,16100
Mandena,ASV_4063,0.01098901098901099,2327,Microgale brevicaudata,agriculture,2,0.002475108285987512,17777
Mandena,ASV_408,0.04395604395604396,2110,Microgale brevicaudata,secondary_forest,1,0.0013373240782016175,15703
Mandena,ASV_408,0.04395604395604396,2161,Microgale brevicaudata,flooded_rice,1,0.006703751248038796,49077
Mandena,ASV_408,0.04395604395604396,2196,Microgale brevicaudata,agroforest,1,0.2133014694666192,19667
Mandena,ASV_408,0.04395604395604396,2284,Microgale brevicaudata,brushy_regrowth,2,0.002728512960436562,31519
Mandena,ASV_408,0.04395604395604396,2392,Microgale brevicaudata,flooded_rice,2,0.0725051279764559,22426
Mandena,ASV_408,0.04395604395604396,2393,Microgale brevicaudata,flooded_rice,2,0.003727280341737164,23878
Mandena,ASV_408,0.04395604395604396,2405,Microgale brevicaudata,flooded_rice,2,0.0012415612632885853,25774
Mandena,ASV_408,0.04395604395604396,2525,Microgale brevicaudata,brushy_regrowth,3,0.008068294206444225,19211
Mandena,ASV_4089,0.04395604395604396,2244,Microgale brevicaudata,agroforest,1,0.0020336605890603084,14260
Mandena,ASV_4089,0.04395604395604396,2265,Microgale brevicaudata,brushy_regrowth,2,0.0013378246016388352,41859
Mandena,ASV_4089,0.04395604395604396,2271,Microgale brevicaudata,brushy_regrowth,2,0.0018204573899192173,17578
Mandena,ASV_4089,0.04395604395604396,2289,Microgale brevicaudata,brushy_regrowth,2,0.0013783597518952446,17412
Mandena,ASV_4089,0.04395604395604396,2387,Microgale brevicaudata,flooded_rice,2,0.006215154007860342,10941
Mandena,ASV_4089,0.04395604395604396,2388,Microgale brevicaudata,flooded_rice,2,0.001161620072794858,12913
Mandena,ASV_4089,0.04395604395604396,2402,Microgale brevicaudata,flooded_rice,2,0.001224927269943347,13062
Mandena,ASV_4089,0.04395604395604396,2681,Microgale brevicaudata,semi-intact_forest,3,0.002064373564388102,34393
Mandena,ASV_409,0.03296703296703297,2254,Microgale brevicaudata,brushy_regrowth,2,0.00479661122531614,16053
Mandena,ASV_409,0.03296703296703297,2305,Microgale brevicaudata,agriculture,2,0.002304019542527204,36024
Mandena,ASV_409,0.03296703296703297,2308,Microgale brevicaudata,agriculture,2,0.003577639751552795,20125
Mandena,ASV_409,0.03296703296703297,2309,Microgale brevicaudata,agriculture,2,0.009939108230210174,25455
Mandena,ASV_409,0.03296703296703297,2327,Microgale brevicaudata,agriculture,2,0.0016875738313551218,17777
Mandena,ASV_409,0.03296703296703297,2635,Microgale brevicaudata,flooded_rice,3,0.01147575033752207,19258
Mandena,ASV_4094,0.03296703296703297,2327,Microgale brevicaudata,agriculture,2,0.0014063115261292683,17777
Mandena,ASV_4094,0.03296703296703297,2349,Microgale brevicaudata,secondary_forest,2,0.0014670823399963323,16359
Mandena,ASV_4094,0.03296703296703297,2378,Microgale brevicaudata,semi-intact_forest,2,0.0023228803716608595,19803
Mandena,ASV_4094,0.03296703296703297,2441,Microgale brevicaudata,agroforest,2,0.0020514924607652066,19498
Mandena,ASV_4094,0.03296703296703297,2590,Microgale brevicaudata,agriculture,3,0.009957847150100802,16369
Mandena,ASV_4094,0.03296703296703297,2681,Microgale brevicaudata,semi-intact_forest,3,0.0016863896723170414,34393
Mandena,ASV_41,0.2857142857142857,2021,Microgale brevicaudata,brushy_regrowth,1,0.029470015051889408,12623
Mandena,ASV_41,0.2857142857142857,2034,Microgale brevicaudata,brushy_regrowth,1,0.004613413071337035,23410
Mandena,ASV_41,0.2857142857142857,2058,Microgale brevicaudata,agriculture,1,0.0471806047398529,36710
Mandena,ASV_41,0.2857142857142857,2111,Microgale brevicaudata,secondary_forest,1,0.0011841631055964578,19423
Mandena,ASV_41,0.2857142857142857,2114,Microgale brevicaudata,secondary_forest,1,0.003577736515556361,22081
Mandena,ASV_41,0.2857142857142857,2115,Microgale brevicaudata,secondary_forest,1,0.0015902464882056719,11319
Mandena,ASV_41,0.2857142857142857,2126,Microgale brevicaudata,secondary_forest,1,0.022220403486516348,24437
Mandena,ASV_41,0.2857142857142857,2133,Microgale brevicaudata,semi-intact_forest,1,0.34212974127536433,29027
Mandena,ASV_41,0.2857142857142857,2145,Microgale brevicaudata,flooded_rice,1,0.0057745917960971725,20088
Mandena,ASV_41,0.2857142857142857,2163,Microgale brevicaudata,flooded_rice,1,0.006017094017094017,43875
Mandena,ASV_41,0.2857142857142857,2170,Microgale brevicaudata,flooded_rice,1,0.2013011291408061,13373
Mandena,ASV_41,0.2857142857142857,2171,Microgale brevicaudata,flooded_rice,1,0.007770394580203892,46201
Mandena,ASV_41,0.2857142857142857,2172,Microgale brevicaudata,flooded_rice,1,0.0011992150592339559,27518
Mandena,ASV_41,0.2857142857142857,2188,Microgale brevicaudata,agroforest,1,0.03286036486139264,35027
Mandena,ASV_41,0.2857142857142857,2195,Microgale brevicaudata,agroforest,1,0.015790323883369678,24762
Mandena,ASV_41,0.2857142857142857,2197,Microgale brevicaudata,agroforest,1,0.6234062898427539,18824
Mandena,ASV_41,0.2857142857142857,2244,Microgale brevicaudata,agroforest,1,0.011009817671809257,14260
Mandena,ASV_41,0.2857142857142857,2257,Microgale brevicaudata,brushy_regrowth,2,0.07846900154592462,18759
Mandena,ASV_41,0.2857142857142857,2266,Microgale brevicaudata,brushy_regrowth,2,0.30758662799572584,26204
Mandena,ASV_41,0.2857142857142857,2271,Microgale brevicaudata,brushy_regrowth,2,0.01672545226988281,17578
Mandena,ASV_41,0.2857142857142857,2272,Microgale brevicaudata,brushy_regrowth,2,0.04296809049468175,23692
Mandena,ASV_41,0.2857142857142857,2273,Microgale brevicaudata,brushy_regrowth,2,0.08558919652216809,32434
Mandena,ASV_41,0.2857142857142857,2274,Microgale brevicaudata,brushy_regrowth,2,0.012792941825199888,18135
Mandena,ASV_41,0.2857142857142857,2275,Microgale brevicaudata,brushy_regrowth,2,0.019677404096305758,63423
Mandena,ASV_41,0.2857142857142857,2282,Microgale brevicaudata,brushy_regrowth,2,0.7426783479349186,27965
Mandena,ASV_41,0.2857142857142857,2289,Microgale brevicaudata,brushy_regrowth,2,0.006719503790489318,17412
Mandena,ASV_41,0.2857142857142857,2318,Microgale brevicaudata,agriculture,2,0.0406001446131598,27660
Mandena,ASV_41,0.2857142857142857,2319,Microgale brevicaudata,agriculture,2,0.00568934053744588,27947
Mandena,ASV_41,0.2857142857142857,2349,Microgale brevicaudata,secondary_forest,2,0.0360657741915765,16359
Mandena,ASV_41,0.2857142857142857,2359,Microgale brevicaudata,secondary_forest,2,0.0013537484828680796,21422
Mandena,ASV_41,0.2857142857142857,2372,Microgale brevicaudata,semi-intact_forest,2,0.08644053530847572,23762
Mandena,ASV_41,0.2857142857142857,2373,Microgale brevicaudata,semi-intact_forest,2,0.07074465671370876,22037
Mandena,ASV_41,0.2857142857142857,2374,Microgale brevicaudata,semi-intact_forest,2,0.0026307254315470828,27749
Mandena,ASV_41,0.2857142857142857,2375,Microgale brevicaudata,semi-intact_forest,2,0.013232783153101878,21084
Mandena,ASV_41,0.2857142857142857,2386,Microgale brevicaudata,flooded_rice,2,0.0024315632598635186,25498
Mandena,ASV_41,0.2857142857142857,2387,Microgale brevicaudata,flooded_rice,2,0.007860341833470433,10941
Mandena,ASV_41,0.2857142857142857,2388,Microgale brevicaudata,flooded_rice,2,0.008905753891427243,12913
Mandena,ASV_41,0.2857142857142857,2389,Microgale brevicaudata,flooded_rice,2,0.009580650227736768,25468
Mandena,ASV_41,0.2857142857142857,2390,Microgale brevicaudata,flooded_rice,2,0.008088433540037746,18545
Mandena,ASV_41,0.2857142857142857,2406,Microgale brevicaudata,flooded_rice,2,0.03252174928475506,17127
Mandena,ASV_41,0.2857142857142857,2411,Microgale brevicaudata,flooded_rice,2,0.012357538972097288,22901
Mandena,ASV_41,0.2857142857142857,2421,Microgale brevicaudata,flooded_rice,2,0.20860581414518878,18197
Mandena,ASV_41,0.2857142857142857,2424,Microgale brevicaudata,flooded_rice,2,0.03391791217435565,21611
Mandena,ASV_41,0.2857142857142857,2498,Microgale brevicaudata,brushy_regrowth,3,0.0018649981951630369,16622
Mandena,ASV_41,0.2857142857142857,2528,Microgale brevicaudata,brushy_regrowth,3,0.13784965641701952,14407
Mandena,ASV_41,0.2857142857142857,2529,Microgale brevicaudata,brushy_regrowth,3,0.020691583558579547,21458
Mandena,ASV_41,0.2857142857142857,2590,Microgale brevicaudata,agriculture,3,0.005009469118455618,16369
Mandena,ASV_41,0.2857142857142857,2656,Microgale brevicaudata,secondary_forest,3,0.010049349484073575,11145
Mandena,ASV_41,0.2857142857142857,2693,Microgale brevicaudata,semi-intact_forest,3,0.18675668425288383,22366
Mandena,ASV_41,0.2857142857142857,2729,Microgale brevicaudata,agroforest,3,0.006661184210526316,24320
Mandena,ASV_4101,0.016483516483516484,2081,Microgale brevicaudata,agriculture,1,0.012263946168873453,27642
Mandena,ASV_4101,0.016483516483516484,2196,Microgale brevicaudata,agroforest,1,0.0012203182996898358,19667
Mandena,ASV_4101,0.016483516483516484,2664,Microgale brevicaudata,secondary_forest,3,0.0016498247061249743,38792
Mandena,ASV_4114,0.027472527472527472,2046,Microgale brevicaudata,agriculture,1,0.002081105298147238,34597
Mandena,ASV_4114,0.027472527472527472,2058,Microgale brevicaudata,agriculture,1,0.001280305093979842,36710
Mandena,ASV_4114,0.027472527472527472,2143,Microgale brevicaudata,semi-intact_forest,1,0.001657550140891762,18099
Mandena,ASV_4114,0.027472527472527472,2275,Microgale brevicaudata,brushy_regrowth,2,0.0013717421124828531,63423
Mandena,ASV_4114,0.027472527472527472,2688,Microgale brevicaudata,semi-intact_forest,3,0.007866843325604505,12076
Mandena,ASV_4119,0.03296703296703297,2035,Microgale brevicaudata,brushy_regrowth,1,0.0013030528667163069,21488
Mandena,ASV_4119,0.03296703296703297,2125,Microgale brevicaudata,secondary_forest,1,0.005323081472719206,13526
Mandena,ASV_4119,0.03296703296703297,2256,Microgale brevicaudata,brushy_regrowth,2,0.0021465808034345293,39132
Mandena,ASV_4119,0.03296703296703297,2289,Microgale brevicaudata,brushy_regrowth,2,0.0022398345968297727,17412
Mandena,ASV_4119,0.03296703296703297,2402,Microgale brevicaudata,flooded_rice,2,0.00757923748277446,13062
Mandena,ASV_4119,0.03296703296703297,2761,Microgale brevicaudata,agroforest,3,0.0017624799129127573,19291
Mandena,ASV_4120,0.02197802197802198,2244,Microgale brevicaudata,agroforest,1,0.00273492286115007,14260
Mandena,ASV_4120,0.02197802197802198,2256,Microgale brevicaudata,brushy_regrowth,2,0.0021210262700603086,39132
Mandena,ASV_4120,0.02197802197802198,2271,Microgale brevicaudata,brushy_regrowth,2,0.004892479235407896,17578
Mandena,ASV_4120,0.02197802197802198,2592,Microgale brevicaudata,flooded_rice,3,0.004545454545454545,14520
Mandena,ASV_4124,0.01098901098901099,2170,Microgale brevicaudata,flooded_rice,1,0.0057578703357511404,13373
Mandena,ASV_4124,0.01098901098901099,2275,Microgale brevicaudata,brushy_regrowth,2,0.004887816722640052,63423
Mandena,ASV_413,0.06043956043956044,2266,Microgale brevicaudata,brushy_regrowth,2,0.0023660509845825064,26204
Mandena,ASV_413,0.06043956043956044,2273,Microgale brevicaudata,brushy_regrowth,2,0.0012024418819757045,32434
Mandena,ASV_413,0.06043956043956044,2349,Microgale brevicaudata,secondary_forest,2,0.30197444831591175,16359
Mandena,ASV_413,0.06043956043956044,2350,Microgale brevicaudata,secondary_forest,2,0.002000640204865557,24992
Mandena,ASV_413,0.06043956043956044,2373,Microgale brevicaudata,semi-intact_forest,2,0.002949584789218133,22037
Mandena,ASV_413,0.06043956043956044,2406,Microgale brevicaudata,flooded_rice,2,0.005780346820809248,17127
Mandena,ASV_413,0.06043956043956044,2412,Microgale brevicaudata,flooded_rice,2,0.00888942134898766,41735
Mandena,ASV_413,0.06043956043956044,2421,Microgale brevicaudata,flooded_rice,2,0.0026377974391383193,18197
Mandena,ASV_413,0.06043956043956044,2441,Microgale brevicaudata,agroforest,2,0.007846958662426915,19498
Mandena,ASV_413,0.06043956043956044,2544,Microgale brevicaudata,agriculture,3,0.010538888498559685,14233
Mandena,ASV_413,0.06043956043956044,2654,Microgale brevicaudata,secondary_forest,3,0.003640230684281566,24449
Mandena,ASV_4135,0.027472527472527472,2028,Microgale brevicaudata,brushy_regrowth,1,0.002817350627259196,18812
Mandena,ASV_4135,0.027472527472527472,2035,Microgale brevicaudata,brushy_regrowth,1,0.0018149664929262845,21488
Mandena,ASV_4135,0.027472527472527472,2274,Microgale brevicaudata,brushy_regrowth,2,0.003143093465674111,18135
Mandena,ASV_4135,0.027472527472527472,2289,Microgale brevicaudata,brushy_regrowth,2,0.0016080863772111188,17412
Mandena,ASV_4135,0.027472527472527472,2524,Microgale brevicaudata,brushy_regrowth,3,0.0018821391484942886,15408
Mandena,ASV_4136,0.027472527472527472,2028,Microgale brevicaudata,brushy_regrowth,1,0.0020731448011907295,18812
Mandena,ASV_4136,0.027472527472527472,2035,Microgale brevicaudata,brushy_regrowth,1,0.006515264333581534,21488
Mandena,ASV_4136,0.027472527472527472,2069,Microgale brevicaudata,agriculture,1,0.0013681368136813682,27775
Mandena,ASV_4136,0.027472527472527472,2274,Microgale brevicaudata,brushy_regrowth,2,0.004521643231320651,18135
Mandena,ASV_4136,0.027472527472527472,2524,Microgale brevicaudata,brushy_regrowth,3,0.004413291796469367,15408
Mandena,ASV_414,0.01098901098901099,2131,Microgale brevicaudata,secondary_forest,1,0.005588822355289422,7515
Mandena,ASV_414,0.01098901098901099,2137,Microgale brevicaudata,semi-intact_forest,1,0.00628124599410332,7801
Mandena,ASV_4144,0.027472527472527472,2036,Microgale brevicaudata,brushy_regrowth,1,0.0033030916938254205,22706
Mandena,ASV_4144,0.027472527472527472,2289,Microgale brevicaudata,brushy_regrowth,2,0.0014932230645531817,17412
Mandena,ASV_4144,0.027472527472527472,2339,Microgale brevicaudata,agriculture,2,0.0013698630136986301,18980
Mandena,ASV_4144,0.027472527472527472,2363,Microgale brevicaudata,secondary_forest,2,0.0013419316360383197,26827
Mandena,ASV_4144,0.027472527472527472,2681,Microgale brevicaudata,semi-intact_forest,3,0.0034309307126450146,34393
Mandena,ASV_4148,0.01098901098901099,2120,Microgale brevicaudata,secondary_forest,1,0.0033667302153896077,24653
Mandena,ASV_4148,0.01098901098901099,2530,Microgale brevicaudata,brushy_regrowth,3,0.0012673541102598076,17359
Mandena,ASV_4156,0.04395604395604396,2125,Microgale brevicaudata,secondary_forest,1,0.0024397456749963033,13526
Mandena,ASV_4156,0.04395604395604396,2244,Microgale brevicaudata,agroforest,1,0.002664796633941094,14260
Mandena,ASV_4156,0.04395604395604396,2266,Microgale brevicaudata,brushy_regrowth,2,0.0019844298580369408,26204
Mandena,ASV_4156,0.04395604395604396,2347,Microgale brevicaudata,secondary_forest,2,0.0029286688598250824,24926
Mandena,ASV_4156,0.04395604395604396,2402,Microgale brevicaudata,flooded_rice,2,0.0029857602204869087,13062
Mandena,ASV_4156,0.04395604395604396,2528,Microgale brevicaudata,brushy_regrowth,3,0.0028458388283473307,14407
Mandena,ASV_4156,0.04395604395604396,2544,Microgale brevicaudata,agriculture,3,0.0025293332396543245,14233
Mandena,ASV_4156,0.04395604395604396,2590,Microgale brevicaudata,agriculture,3,0.0022603702119860713,16369
Mandena,ASV_416,0.03296703296703297,2305,Microgale brevicaudata,agriculture,2,0.0018876304685765046,36024
Mandena,ASV_416,0.03296703296703297,2306,Microgale brevicaudata,agriculture,2,0.0022360248447204968,16100
Mandena,ASV_416,0.03296703296703297,2308,Microgale brevicaudata,agriculture,2,0.0023354037267080746,20125
Mandena,ASV_416,0.03296703296703297,2309,Microgale brevicaudata,agriculture,2,0.0014535454724022786,25455
Mandena,ASV_416,0.03296703296703297,2327,Microgale brevicaudata,agriculture,2,0.0069190527085560005,17777
Mandena,ASV_416,0.03296703296703297,2635,Microgale brevicaudata,flooded_rice,3,0.04808391317893862,19258
Mandena,ASV_4171,0.02197802197802198,2245,Microgale brevicaudata,agroforest,1,0.002911843925165611,13737
Mandena,ASV_4171,0.02197802197802198,2271,Microgale brevicaudata,brushy_regrowth,2,0.0015360109227443395,17578
Mandena,ASV_4171,0.02197802197802198,2289,Microgale brevicaudata,brushy_regrowth,2,0.003273604410751206,17412
Mandena,ASV_4171,0.02197802197802198,2352,Microgale brevicaudata,secondary_forest,2,0.0013996193035494345,17862
Mandena,ASV_4173,0.016483516483516484,2389,Microgale brevicaudata,flooded_rice,2,0.005929008952410868,25468
Mandena,ASV_4173,0.016483516483516484,2441,Microgale brevicaudata,agroforest,2,0.004000410298492153,19498
Mandena,ASV_4173,0.016483516483516484,2681,Microgale brevicaudata,semi-intact_forest,3,0.0027621899805192916,34393
Mandena,ASV_4184,0.01098901098901099,2265,Microgale brevicaudata,brushy_regrowth,2,0.002484531403043551,41859
Mandena,ASV_4184,0.01098901098901099,2273,Microgale brevicaudata,brushy_regrowth,2,0.008417093173829932,32434
Mandena,ASV_420,0.016483516483516484,2033,Microgale brevicaudata,brushy_regrowth,1,0.06725755995828989,11508
Mandena,ASV_420,0.016483516483516484,2150,Microgale brevicaudata,flooded_rice,1,0.008092908417539207,21871
Mandena,ASV_420,0.016483516483516484,2319,Microgale brevicaudata,agriculture,2,0.5128636347371811,27947
Mandena,ASV_4209,0.016483516483516484,2394,Microgale brevicaudata,flooded_rice,2,0.0046141204727893305,15821
Mandena,ASV_4209,0.016483516483516484,2401,Microgale brevicaudata,flooded_rice,2,0.02287384119306731,9924
Mandena,ASV_4209,0.016483516483516484,2422,Microgale brevicaudata,flooded_rice,2,0.008848904948012683,13561
Mandena,ASV_4222,0.016483516483516484,2394,Microgale brevicaudata,flooded_rice,2,0.0016433853738701723,15821
Mandena,ASV_4222,0.016483516483516484,2401,Microgale brevicaudata,flooded_rice,2,0.0025191455058444175,9924
Mandena,ASV_4222,0.016483516483516484,2422,Microgale brevicaudata,flooded_rice,2,0.02691541921687191,13561
Mandena,ASV_423,0.02197802197802198,2043,Microgale brevicaudata,agriculture,1,0.018033356497567755,28780
Mandena,ASV_423,0.02197802197802198,2172,Microgale brevicaudata,flooded_rice,1,0.0034886256268624174,27518
Mandena,ASV_423,0.02197802197802198,2273,Microgale brevicaudata,brushy_regrowth,2,0.3419559721280138,32434
Mandena,ASV_423,0.02197802197802198,2348,Microgale brevicaudata,secondary_forest,2,0.015964961853630968,28312
Mandena,ASV_4230,0.02197802197802198,2170,Microgale brevicaudata,flooded_rice,1,0.006655200777686382,13373
Mandena,ASV_4230,0.02197802197802198,2196,Microgale brevicaudata,agroforest,1,0.004372807240555245,19667
Mandena,ASV_4230,0.02197802197802198,2234,Microgale brevicaudata,agroforest,1,0.003140520011685656,13692
Mandena,ASV_4230,0.02197802197802198,2656,Microgale brevicaudata,secondary_forest,3,0.0026917900403768506,11145
Mandena,ASV_4235,0.01098901098901099,2352,Microgale brevicaudata,secondary_forest,2,0.018922852983988356,17862
Mandena,ASV_4235,0.01098901098901099,2444,Microgale brevicaudata,agroforest,2,0.0016186468112657818,18534
Mandena,ASV_4239,0.016483516483516484,2256,Microgale brevicaudata,brushy_regrowth,2,0.0021721353368087497,39132
Mandena,ASV_4239,0.016483516483516484,2373,Microgale brevicaudata,semi-intact_forest,2,0.0016336161909515814,22037
Mandena,ASV_4239,0.016483516483516484,2592,Microgale brevicaudata,flooded_rice,3,0.009917355371900827,14520
Mandena,ASV_4240,0.04395604395604396,2028,Microgale brevicaudata,brushy_regrowth,1,0.0034020837763129915,18812
Mandena,ASV_4240,0.04395604395604396,2035,Microgale brevicaudata,brushy_regrowth,1,0.001908041697691735,21488
Mandena,ASV_4240,0.04395604395604396,2069,Microgale brevicaudata,agriculture,1,0.0015121512151215122,27775
Mandena,ASV_4240,0.04395604395604396,2125,Microgale brevicaudata,secondary_forest,1,0.0013307703681798015,13526
Mandena,ASV_4240,0.04395604395604396,2244,Microgale brevicaudata,agroforest,1,0.001402524544179523,14260
