village,asv_ID,host_p,host_ID,host_species,grid,season,reads,total_reads
Mandena,ASV_1352,0.027472527472527472,2305,Microgale brevicaudata,agriculture,2,0.0013324450366422385,36024
Mandena,ASV_1352,0.027472527472527472,2309,Microgale brevicaudata,agriculture,2,0.0017285405617756826,25455
Mandena,ASV_1352,0.027472527472527472,2327,Microgale brevicaudata,agriculture,2,0.002025088597626146,17777
Mandena,ASV_1352,0.027472527472527472,2626,Microgale brevicaudata,flooded_rice,3,0.001302258745341057,22269
Mandena,ASV_1359,0.027472527472527472,2034,Microgale brevicaudata,brushy_regrowth,1,0.0041008116189662535,23410
Mandena,ASV_1359,0.027472527472527472,2069,Microgale brevicaudata,agriculture,1,0.02811881188118812,27775
Mandena,ASV_1359,0.027472527472527472,2296,Microgale brevicaudata,agriculture,2,0.1081578947368421,7600
Mandena,ASV_1359,0.027472527472527472,2334,Microgale brevicaudata,agriculture,2,0.10302072570351911,16453
Mandena,ASV_1359,0.027472527472527472,2682,Microgale brevicaudata,semi-intact_forest,3,0.004385648542204654,69317
Mandena,ASV_1364,0.03296703296703297,2257,Microgale brevicaudata,brushy_regrowth,2,0.002718695026387334,18759
Mandena,ASV_1364,0.03296703296703297,2307,Microgale brevicaudata,agriculture,2,0.006814900375397054,17315
Mandena,ASV_1364,0.03296703296703297,2308,Microgale brevicaudata,agriculture,2,0.04228571428571429,20125
Mandena,ASV_1364,0.03296703296703297,2378,Microgale brevicaudata,semi-intact_forest,2,0.008736050093420187,19803
Mandena,ASV_1364,0.03296703296703297,2412,Microgale brevicaudata,flooded_rice,2,0.004312926800047921,41735
Mandena,ASV_1364,0.03296703296703297,2649,Microgale brevicaudata,secondary_forest,3,0.011679722313429335,21319
Mandena,ASV_1380,0.06593406593406594,2081,Microgale brevicaudata,agriculture,1,0.0012300123001230013,27642
Mandena,ASV_1380,0.06593406593406594,2115,Microgale brevicaudata,secondary_forest,1,0.004063963247636717,11319
Mandena,ASV_1380,0.06593406593406594,2125,Microgale brevicaudata,secondary_forest,1,0.0017743604909064026,13526
Mandena,ASV_1380,0.06593406593406594,2132,Microgale brevicaudata,semi-intact_forest,1,0.002576147901197151,32995
Mandena,ASV_1380,0.06593406593406594,2267,Microgale brevicaudata,brushy_regrowth,2,0.0025875190258751904,32850
Mandena,ASV_1380,0.06593406593406594,2412,Microgale brevicaudata,flooded_rice,2,0.00531927638672577,41735
Mandena,ASV_1380,0.06593406593406594,2590,Microgale brevicaudata,agriculture,3,0.003848738469057365,16369
Mandena,ASV_1380,0.06593406593406594,2625,Microgale brevicaudata,flooded_rice,3,0.003199770762691628,20939
Mandena,ASV_1380,0.06593406593406594,2655,Microgale brevicaudata,secondary_forest,3,0.0026228987004729165,25163
Mandena,ASV_1380,0.06593406593406594,2656,Microgale brevicaudata,secondary_forest,3,0.0547330641543293,11145
Mandena,ASV_1380,0.06593406593406594,2664,Microgale brevicaudata,secondary_forest,3,0.0018818313054237987,38792
Mandena,ASV_1380,0.06593406593406594,2761,Microgale brevicaudata,agroforest,3,0.0021253434243947954,19291
Mandena,ASV_1383,0.016483516483516484,2144,Microgale brevicaudata,semi-intact_forest,1,0.1426204435381086,23538
Mandena,ASV_1383,0.016483516483516484,2387,Microgale brevicaudata,flooded_rice,2,0.01581208299058587,10941
Mandena,ASV_1383,0.016483516483516484,2693,Microgale brevicaudata,semi-intact_forest,3,0.0038451220602700527,22366
Mandena,ASV_140,0.016483516483516484,2007,Microgale brevicaudata,brushy_regrowth,1,0.001544031519539985,18782
Mandena,ASV_140,0.016483516483516484,2308,Microgale brevicaudata,agriculture,2,0.0046211180124223605,20125
Mandena,ASV_140,0.016483516483516484,2309,Microgale brevicaudata,agriculture,2,0.004439206442742093,25455
Mandena,ASV_1400,0.016483516483516484,2305,Microgale brevicaudata,agriculture,2,0.001387963579835665,36024
Mandena,ASV_1400,0.016483516483516484,2309,Microgale brevicaudata,agriculture,2,0.0018071105873109408,25455
Mandena,ASV_1400,0.016483516483516484,2635,Microgale brevicaudata,flooded_rice,3,0.001194308858656143,19258
Mandena,ASV_1401,0.01098901098901099,2309,Microgale brevicaudata,agriculture,2,0.0031035160086427026,25455
Mandena,ASV_1401,0.01098901098901099,2626,Microgale brevicaudata,flooded_rice,3,0.0031433831784094483,22269
Mandena,ASV_1406,0.016483516483516484,2254,Microgale brevicaudata,brushy_regrowth,2,0.004298262007101476,16053
Mandena,ASV_1406,0.016483516483516484,2306,Microgale brevicaudata,agriculture,2,0.004658385093167703,16100
Mandena,ASV_1406,0.016483516483516484,2308,Microgale brevicaudata,agriculture,2,0.005515527950310559,20125
Mandena,ASV_1409,0.04945054945054945,2026,Microgale brevicaudata,brushy_regrowth,1,0.0011991714815218577,27519
Mandena,ASV_1409,0.04945054945054945,2043,Microgale brevicaudata,agriculture,1,0.0037873523280055593,28780
Mandena,ASV_1409,0.04945054945054945,2082,Microgale brevicaudata,agriculture,1,0.0016241016687644646,24629
Mandena,ASV_1409,0.04945054945054945,2108,Microgale brevicaudata,secondary_forest,1,0.009403273355697874,19674
Mandena,ASV_1409,0.04945054945054945,2110,Microgale brevicaudata,secondary_forest,1,0.008724447557791505,15703
Mandena,ASV_1409,0.04945054945054945,2114,Microgale brevicaudata,secondary_forest,1,0.010053892486753317,22081
Mandena,ASV_1409,0.04945054945054945,2142,Microgale brevicaudata,semi-intact_forest,1,0.006121407923822479,23524
Mandena,ASV_1409,0.04945054945054945,2255,Microgale brevicaudata,brushy_regrowth,2,0.06056422412670296,38389
Mandena,ASV_1409,0.04945054945054945,2348,Microgale brevicaudata,secondary_forest,2,0.003814636903079966,28312
Mandena,ASV_1417,0.027472527472527472,2406,Microgale brevicaudata,flooded_rice,2,0.058212179599462836,17127
Mandena,ASV_1417,0.027472527472527472,2421,Microgale brevicaudata,flooded_rice,2,0.0013188987195691597,18197
Mandena,ASV_1417,0.027472527472527472,2544,Microgale brevicaudata,agriculture,3,0.0021780369563690017,14233
Mandena,ASV_1417,0.027472527472527472,2626,Microgale brevicaudata,flooded_rice,3,0.001841124433068391,22269
Mandena,ASV_1417,0.027472527472527472,2689,Microgale brevicaudata,semi-intact_forest,3,0.004588057940617421,15257
Mandena,ASV_1421,0.016483516483516484,2308,Microgale brevicaudata,agriculture,2,0.0012919254658385095,20125
Mandena,ASV_1421,0.016483516483516484,2309,Microgale brevicaudata,agriculture,2,0.0021999607149872326,25455
Mandena,ASV_1421,0.016483516483516484,2635,Microgale brevicaudata,flooded_rice,3,0.0022328383009658326,19258
Mandena,ASV_1430,0.12087912087912088,2006,Microgale brevicaudata,brushy_regrowth,1,0.00162859081655734,22105
Mandena,ASV_1430,0.12087912087912088,2028,Microgale brevicaudata,brushy_regrowth,1,0.002604720391239634,18812
Mandena,ASV_1430,0.12087912087912088,2120,Microgale brevicaudata,secondary_forest,1,0.0023120918346651526,24653
Mandena,ASV_1430,0.12087912087912088,2124,Microgale brevicaudata,secondary_forest,1,0.003220819376449369,7762
Mandena,ASV_1430,0.12087912087912088,2132,Microgale brevicaudata,semi-intact_forest,1,0.0013941506288831641,32995
Mandena,ASV_1430,0.12087912087912088,2157,Microgale brevicaudata,flooded_rice,1,0.002290282019040776,22268
Mandena,ASV_1430,0.12087912087912088,2170,Microgale brevicaudata,flooded_rice,1,0.0023181036416660434,13373
Mandena,ASV_1430,0.12087912087912088,2234,Microgale brevicaudata,agroforest,1,0.0024101665205959683,13692
Mandena,ASV_1430,0.12087912087912088,2244,Microgale brevicaudata,agroforest,1,0.00876577840112202,14260
Mandena,ASV_1430,0.12087912087912088,2266,Microgale brevicaudata,brushy_regrowth,2,0.0015646466188368189,26204
Mandena,ASV_1430,0.12087912087912088,2271,Microgale brevicaudata,brushy_regrowth,2,0.002218682443964046,17578
Mandena,ASV_1430,0.12087912087912088,2279,Microgale brevicaudata,brushy_regrowth,2,0.0033960799534251893,20612
Mandena,ASV_1430,0.12087912087912088,2352,Microgale brevicaudata,secondary_forest,2,0.0012876497592654798,17862
Mandena,ASV_1430,0.12087912087912088,2371,Microgale brevicaudata,semi-intact_forest,2,0.0023333034191869335,22286
Mandena,ASV_1430,0.12087912087912088,2393,Microgale brevicaudata,flooded_rice,2,0.0018845799480693526,23878
Mandena,ASV_1430,0.12087912087912088,2441,Microgale brevicaudata,agroforest,2,0.0044107087906451944,19498
Mandena,ASV_1430,0.12087912087912088,2524,Microgale brevicaudata,brushy_regrowth,3,0.0026609553478712357,15408
Mandena,ASV_1430,0.12087912087912088,2528,Microgale brevicaudata,brushy_regrowth,3,0.0072881238286943845,14407
Mandena,ASV_1430,0.12087912087912088,2544,Microgale brevicaudata,agriculture,3,0.0015457036464554205,14233
Mandena,ASV_1430,0.12087912087912088,2590,Microgale brevicaudata,agriculture,3,0.03237827600953021,16369
Mandena,ASV_1430,0.12087912087912088,2664,Microgale brevicaudata,secondary_forest,3,0.002397401526087853,38792
Mandena,ASV_1430,0.12087912087912088,2761,Microgale brevicaudata,agroforest,3,0.0010367528899486807,19291
Mandena,ASV_1438,0.01098901098901099,2306,Microgale brevicaudata,agriculture,2,0.01906832298136646,16100
Mandena,ASV_1438,0.01098901098901099,2626,Microgale brevicaudata,flooded_rice,3,0.0027841393865912253,22269
Mandena,ASV_144,0.02197802197802198,2345,Microgale brevicaudata,secondary_forest,2,0.460841546626232,26380
Mandena,ASV_144,0.02197802197802198,2346,Microgale brevicaudata,secondary_forest,2,0.8258733838959406,25447
Mandena,ASV_144,0.02197802197802198,2347,Microgale brevicaudata,secondary_forest,2,0.07345743400465378,24926
Mandena,ASV_144,0.02197802197802198,2371,Microgale brevicaudata,semi-intact_forest,2,0.001435879027191959,22286
Mandena,ASV_1447,0.01098901098901099,2306,Microgale brevicaudata,agriculture,2,0.0031677018633540373,16100
Mandena,ASV_1447,0.01098901098901099,2327,Microgale brevicaudata,agriculture,2,0.002418855824942341,17777
Mandena,ASV_145,0.03296703296703297,2305,Microgale brevicaudata,agriculture,2,0.014601376859871198,36024
Mandena,ASV_145,0.03296703296703297,2307,Microgale brevicaudata,agriculture,2,0.03297718740976032,17315
Mandena,ASV_145,0.03296703296703297,2308,Microgale brevicaudata,agriculture,2,0.015503105590062112,20125
Mandena,ASV_145,0.03296703296703297,2309,Microgale brevicaudata,agriculture,2,0.01571400510705166,25455
Mandena,ASV_145,0.03296703296703297,2327,Microgale brevicaudata,agriculture,2,0.008719131462001463,17777
Mandena,ASV_145,0.03296703296703297,2635,Microgale brevicaudata,flooded_rice,3,0.008464014954823969,19258
Mandena,ASV_1452,0.016483516483516484,2305,Microgale brevicaudata,agriculture,2,0.0020541860981567843,36024
Mandena,ASV_1452,0.016483516483516484,2308,Microgale brevicaudata,agriculture,2,0.00377639751552795,20125
Mandena,ASV_1452,0.016483516483516484,2309,Microgale brevicaudata,agriculture,2,0.002278530740522491,25455
Mandena,ASV_146,0.01098901098901099,2383,Microgale brevicaudata,semi-intact_forest,2,0.894910941475827,23580
Mandena,ASV_146,0.01098901098901099,2625,Microgale brevicaudata,flooded_rice,3,0.8180906442523521,20939
Mandena,ASV_1463,0.038461538461538464,2115,Microgale brevicaudata,secondary_forest,1,0.008834702712253733,11319
Mandena,ASV_1463,0.038461538461538464,2170,Microgale brevicaudata,flooded_rice,1,0.16929634337844912,13373
Mandena,ASV_1463,0.038461538461538464,2339,Microgale brevicaudata,agriculture,2,0.0030031612223393044,18980
Mandena,ASV_1463,0.038461538461538464,2389,Microgale brevicaudata,flooded_rice,2,0.009148735668289618,25468
Mandena,ASV_1463,0.038461538461538464,2393,Microgale brevicaudata,flooded_rice,2,0.003517882569729458,23878
Mandena,ASV_1463,0.038461538461538464,2688,Microgale brevicaudata,semi-intact_forest,3,0.03055647565419013,12076
Mandena,ASV_1463,0.038461538461538464,2693,Microgale brevicaudata,semi-intact_forest,3,0.001386032370562461,22366
Mandena,ASV_147,0.02197802197802198,2305,Microgale brevicaudata,agriculture,2,0.0040528536531201425,36024
Mandena,ASV_147,0.02197802197802198,2306,Microgale brevicaudata,agriculture,2,0.0044720496894409935,16100
Mandena,ASV_147,0.02197802197802198,2308,Microgale brevicaudata,agriculture,2,0.018534161490683234,20125
Mandena,ASV_147,0.02197802197802198,2635,Microgale brevicaudata,flooded_rice,3,0.012929691556755635,19258
Mandena,ASV_1475,0.17032967032967034,2028,Microgale brevicaudata,brushy_regrowth,1,0.0076015309376993405,18812
Mandena,ASV_1475,0.17032967032967034,2047,Microgale brevicaudata,agriculture,1,0.001086048454469507,23940
Mandena,ASV_1475,0.17032967032967034,2125,Microgale brevicaudata,secondary_forest,1,0.002883335797722904,13526
Mandena,ASV_1475,0.17032967032967034,2195,Microgale brevicaudata,agroforest,1,0.001090380421613763,24762
Mandena,ASV_1475,0.17032967032967034,2234,Microgale brevicaudata,agroforest,1,0.0027023079170318434,13692
Mandena,ASV_1475,0.17032967032967034,2244,Microgale brevicaudata,agroforest,1,0.007152875175315568,14260
Mandena,ASV_1475,0.17032967032967034,2245,Microgale brevicaudata,agroforest,1,0.001819902453228507,13737
Mandena,ASV_1475,0.17032967032967034,2256,Microgale brevicaudata,brushy_regrowth,2,0.004804252274353471,39132
Mandena,ASV_1475,0.17032967032967034,2266,Microgale brevicaudata,brushy_regrowth,2,0.0030529690123645243,26204
Mandena,ASV_1475,0.17032967032967034,2271,Microgale brevicaudata,brushy_regrowth,2,0.012117419501649792,17578
Mandena,ASV_1475,0.17032967032967034,2274,Microgale brevicaudata,brushy_regrowth,2,0.0017094017094017094,18135
Mandena,ASV_1475,0.17032967032967034,2286,Microgale brevicaudata,brushy_regrowth,2,0.001178445166589294,28003
Mandena,ASV_1475,0.17032967032967034,2289,Microgale brevicaudata,brushy_regrowth,2,0.005743165632896853,17412
Mandena,ASV_1475,0.17032967032967034,2294,Microgale brevicaudata,agriculture,2,0.0016523673339688591,15735
Mandena,ASV_1475,0.17032967032967034,2296,Microgale brevicaudata,agriculture,2,0.002368421052631579,7600
Mandena,ASV_1475,0.17032967032967034,2318,Microgale brevicaudata,agriculture,2,0.001193058568329718,27660
Mandena,ASV_1475,0.17032967032967034,2373,Microgale brevicaudata,semi-intact_forest,2,0.002495802513953805,22037
Mandena,ASV_1475,0.17032967032967034,2387,Microgale brevicaudata,flooded_rice,2,0.002924778356640161,10941
Mandena,ASV_1475,0.17032967032967034,2388,Microgale brevicaudata,flooded_rice,2,0.0019360334546580965,12913
Mandena,ASV_1475,0.17032967032967034,2393,Microgale brevicaudata,flooded_rice,2,0.001717061730463188,23878
Mandena,ASV_1475,0.17032967032967034,2402,Microgale brevicaudata,flooded_rice,2,0.0039044556729444188,13062
Mandena,ASV_1475,0.17032967032967034,2432,Microgale brevicaudata,flooded_rice,2,0.0010386119257086998,32736
Mandena,ASV_1475,0.17032967032967034,2498,Microgale brevicaudata,brushy_regrowth,3,0.002286126819877271,16622
Mandena,ASV_1475,0.17032967032967034,2524,Microgale brevicaudata,brushy_regrowth,3,0.0038291796469366564,15408
Mandena,ASV_1475,0.17032967032967034,2528,Microgale brevicaudata,brushy_regrowth,3,0.007079891719303117,14407
Mandena,ASV_1475,0.17032967032967034,2544,Microgale brevicaudata,agriculture,3,0.0034427035761961638,14233
Mandena,ASV_1475,0.17032967032967034,2590,Microgale brevicaudata,agriculture,3,0.004581831510782577,16369
Mandena,ASV_1475,0.17032967032967034,2592,Microgale brevicaudata,flooded_rice,3,0.008333333333333333,14520
Mandena,ASV_1475,0.17032967032967034,2681,Microgale brevicaudata,semi-intact_forest,3,0.007530602157415753,34393
Mandena,ASV_1475,0.17032967032967034,2688,Microgale brevicaudata,semi-intact_forest,3,0.00182179529645578,12076
Mandena,ASV_1475,0.17032967032967034,2689,Microgale brevicaudata,semi-intact_forest,3,0.0014419610670511895,15257
Mandena,ASV_1482,0.15934065934065933,2028,Microgale brevicaudata,brushy_regrowth,1,0.008026791409738466,18812
Mandena,ASV_1482,0.15934065934065933,2035,Microgale brevicaudata,brushy_regrowth,1,0.001349590469099032,21488
Mandena,ASV_1482,0.15934065934065933,2069,Microgale brevicaudata,agriculture,1,0.001188118811881188,27775
Mandena,ASV_1482,0.15934065934065933,2125,Microgale brevicaudata,secondary_forest,1,0.008428212331805412,13526
Mandena,ASV_1482,0.15934065934065933,2157,Microgale brevicaudata,flooded_rice,1,0.0011226872642356746,22268
Mandena,ASV_1482,0.15934065934065933,2244,Microgale brevicaudata,agroforest,1,0.007924263674614306,14260
Mandena,ASV_1482,0.15934065934065933,2256,Microgale brevicaudata,brushy_regrowth,2,0.003986507206378411,39132
Mandena,ASV_1482,0.15934065934065933,2271,Microgale brevicaudata,brushy_regrowth,2,0.011946751621344863,17578
Mandena,ASV_1482,0.15934065934065933,2274,Microgale brevicaudata,brushy_regrowth,2,0.00931899641577061,18135
Mandena,ASV_1482,0.15934065934065933,2286,Microgale brevicaudata,brushy_regrowth,2,0.0017855229796807485,28003
Mandena,ASV_1482,0.15934065934065933,2289,Microgale brevicaudata,brushy_regrowth,2,0.003962784286698828,17412
Mandena,ASV_1482,0.15934065934065933,2339,Microgale brevicaudata,agriculture,2,0.0014225500526870393,18980
Mandena,ASV_1482,0.15934065934065933,2371,Microgale brevicaudata,semi-intact_forest,2,0.0023781746387866822,22286
Mandena,ASV_1482,0.15934065934065933,2383,Microgale brevicaudata,semi-intact_forest,2,0.001611535199321459,23580
Mandena,ASV_1482,0.15934065934065933,2387,Microgale brevicaudata,flooded_rice,2,0.0019193857965451055,10941
Mandena,ASV_1482,0.15934065934065933,2388,Microgale brevicaudata,flooded_rice,2,0.001703709440099125,12913
Mandena,ASV_1482,0.15934065934065933,2393,Microgale brevicaudata,flooded_rice,2,0.0019264595024708936,23878
Mandena,ASV_1482,0.15934065934065933,2402,Microgale brevicaudata,flooded_rice,2,0.00949318634206094,13062
Mandena,ASV_1482,0.15934065934065933,2498,Microgale brevicaudata,brushy_regrowth,3,0.0025267717482854043,16622
Mandena,ASV_1482,0.15934065934065933,2524,Microgale brevicaudata,brushy_regrowth,3,0.007593457943925234,15408
Mandena,ASV_1482,0.15934065934065933,2528,Microgale brevicaudata,brushy_regrowth,3,0.0036787672659124035,14407
Mandena,ASV_1482,0.15934065934065933,2529,Microgale brevicaudata,brushy_regrowth,3,0.001071861310466959,21458
Mandena,ASV_1482,0.15934065934065933,2544,Microgale brevicaudata,agriculture,3,0.0017564814164266142,14233
Mandena,ASV_1482,0.15934065934065933,2579,Microgale brevicaudata,agriculture,3,0.0014389116595447807,22934
Mandena,ASV_1482,0.15934065934065933,2590,Microgale brevicaudata,agriculture,3,0.006903292809579082,16369
Mandena,ASV_1482,0.15934065934065933,2592,Microgale brevicaudata,flooded_rice,3,0.007300275482093664,14520
Mandena,ASV_1482,0.15934065934065933,2681,Microgale brevicaudata,semi-intact_forest,3,0.003925217340737941,34393
Mandena,ASV_1482,0.15934065934065933,2688,Microgale brevicaudata,semi-intact_forest,3,0.001573368665120901,12076
Mandena,ASV_1482,0.15934065934065933,2729,Microgale brevicaudata,agroforest,3,0.001768092105263158,24320
Mandena,ASV_1484,0.02197802197802198,2197,Microgale brevicaudata,agroforest,1,0.004196770080747981,18824
Mandena,ASV_1484,0.02197802197802198,2590,Microgale brevicaudata,agriculture,3,0.005864744333801698,16369
Mandena,ASV_1484,0.02197802197802198,2693,Microgale brevicaudata,semi-intact_forest,3,0.0025932218546007328,22366
Mandena,ASV_15,0.4065934065934066,2006,Microgale brevicaudata,brushy_regrowth,1,0.09966071024655056,22105
Mandena,ASV_15,0.4065934065934066,2021,Microgale brevicaudata,brushy_regrowth,1,0.0037233621167709736,12623
Mandena,ASV_15,0.4065934065934066,2026,Microgale brevicaudata,brushy_regrowth,1,0.004396962098913478,27519
Mandena,ASV_15,0.4065934065934066,2033,Microgale brevicaudata,brushy_regrowth,1,0.1207855404935697,11508
Mandena,ASV_15,0.4065934065934066,2034,Microgale brevicaudata,brushy_regrowth,1,0.011063648013669372,23410
Mandena,ASV_15,0.4065934065934066,2036,Microgale brevicaudata,brushy_regrowth,1,0.07738042808068352,22706
Mandena,ASV_15,0.4065934065934066,2045,Microgale brevicaudata,agriculture,1,0.001177856301531213,22923
Mandena,ASV_15,0.4065934065934066,2057,Microgale brevicaudata,agriculture,1,0.0071127185051235685,24885
Mandena,ASV_15,0.4065934065934066,2082,Microgale brevicaudata,agriculture,1,0.04458159080758455,24629
Mandena,ASV_15,0.4065934065934066,2109,Microgale brevicaudata,secondary_forest,1,0.0049548752433197655,22604
Mandena,ASV_15,0.4065934065934066,2111,Microgale brevicaudata,secondary_forest,1,0.3863975698913659,19423
Mandena,ASV_15,0.4065934065934066,2115,Microgale brevicaudata,secondary_forest,1,0.026680802191006273,11319
Mandena,ASV_15,0.4065934065934066,2116,Microgale brevicaudata,secondary_forest,1,0.07886367543407255,23268
Mandena,ASV_15,0.4065934065934066,2125,Microgale brevicaudata,secondary_forest,1,0.01559958598255212,13526
Mandena,ASV_15,0.4065934065934066,2126,Microgale brevicaudata,secondary_forest,1,0.012194622907885583,24437
Mandena,ASV_15,0.4065934065934066,2132,Microgale brevicaudata,semi-intact_forest,1,0.006091832095772087,32995
Mandena,ASV_15,0.4065934065934066,2133,Microgale brevicaudata,semi-intact_forest,1,0.010025148999207634,29027
Mandena,ASV_15,0.4065934065934066,2142,Microgale brevicaudata,semi-intact_forest,1,0.002550586634926033,23524
Mandena,ASV_15,0.4065934065934066,2144,Microgale brevicaudata,semi-intact_forest,1,0.0562494689438355,23538
Mandena,ASV_15,0.4065934065934066,2147,Microgale brevicaudata,flooded_rice,1,0.6513665417676879,18148
Mandena,ASV_15,0.4065934065934066,2157,Microgale brevicaudata,flooded_rice,1,0.025193102209448537,22268
Mandena,ASV_15,0.4065934065934066,2161,Microgale brevicaudata,flooded_rice,1,0.024390243902439025,49077
Mandena,ASV_15,0.4065934065934066,2162,Microgale brevicaudata,flooded_rice,1,0.006156031727240441,16894
Mandena,ASV_15,0.4065934065934066,2163,Microgale brevicaudata,flooded_rice,1,0.013515669515669515,43875
Mandena,ASV_15,0.4065934065934066,2165,Microgale brevicaudata,flooded_rice,1,0.012037489450539687,22513
Mandena,ASV_15,0.4065934065934066,2173,Microgale brevicaudata,flooded_rice,1,0.0549139142237992,83986
Mandena,ASV_15,0.4065934065934066,2197,Microgale brevicaudata,agroforest,1,0.0030811729706757326,18824
Mandena,ASV_15,0.4065934065934066,2234,Microgale brevicaudata,agroforest,1,0.005404615834063687,13692
Mandena,ASV_15,0.4065934065934066,2244,Microgale brevicaudata,agroforest,1,0.008625525946704068,14260
Mandena,ASV_15,0.4065934065934066,2257,Microgale brevicaudata,brushy_regrowth,2,0.29777706700783624,18759
Mandena,ASV_15,0.4065934065934066,2265,Microgale brevicaudata,brushy_regrowth,2,0.046489404906949514,41859
Mandena,ASV_15,0.4065934065934066,2271,Microgale brevicaudata,brushy_regrowth,2,0.014677437706223689,17578
Mandena,ASV_15,0.4065934065934066,2273,Microgale brevicaudata,brushy_regrowth,2,0.3396435838934452,32434
Mandena,ASV_15,0.4065934065934066,2276,Microgale brevicaudata,brushy_regrowth,2,0.9658951563458001,26096
Mandena,ASV_15,0.4065934065934066,2279,Microgale brevicaudata,brushy_regrowth,2,0.00223170968367941,20612
Mandena,ASV_15,0.4065934065934066,2282,Microgale brevicaudata,brushy_regrowth,2,0.052959055962810656,27965
Mandena,ASV_15,0.4065934065934066,2284,Microgale brevicaudata,brushy_regrowth,2,0.01941685967194391,31519
Mandena,ASV_15,0.4065934065934066,2286,Microgale brevicaudata,brushy_regrowth,2,0.03849587544191694,28003
Mandena,ASV_15,0.4065934065934066,2293,Microgale brevicaudata,agriculture,2,0.001618929782767939,162453
Mandena,ASV_15,0.4065934065934066,2294,Microgale brevicaudata,agriculture,2,0.00438512869399428,15735
Mandena,ASV_15,0.4065934065934066,2319,Microgale brevicaudata,agriculture,2,0.06354886034279171,27947
Mandena,ASV_15,0.4065934065934066,2333,Microgale brevicaudata,agriculture,2,0.025472707813057438,28030
Mandena,ASV_15,0.4065934065934066,2334,Microgale brevicaudata,agriculture,2,0.44611924876922143,16453
Mandena,ASV_15,0.4065934065934066,2339,Microgale brevicaudata,agriculture,2,0.023972602739726026,18980
Mandena,ASV_15,0.4065934065934066,2345,Microgale brevicaudata,secondary_forest,2,0.004056103108415466,26380
Mandena,ASV_15,0.4065934065934066,2346,Microgale brevicaudata,secondary_forest,2,0.010963964317994263,25447
Mandena,ASV_15,0.4065934065934066,2352,Microgale brevicaudata,secondary_forest,2,0.0027432538349568916,17862
Mandena,ASV_15,0.4065934065934066,2359,Microgale brevicaudata,secondary_forest,2,0.0015404724115395388,21422
Mandena,ASV_15,0.4065934065934066,2375,Microgale brevicaudata,semi-intact_forest,2,0.07209258205274141,21084
Mandena,ASV_15,0.4065934065934066,2385,Microgale brevicaudata,semi-intact_forest,2,0.001202846737278225,29929
Mandena,ASV_15,0.4065934065934066,2387,Microgale brevicaudata,flooded_rice,2,0.009596928982725527,10941
Mandena,ASV_15,0.4065934065934066,2388,Microgale brevicaudata,flooded_rice,2,0.006659955084023852,12913
Mandena,ASV_15,0.4065934065934066,2389,Microgale brevicaudata,flooded_rice,2,0.1252552222396733,25468
Mandena,ASV_15,0.4065934065934066,2402,Microgale brevicaudata,flooded_rice,2,0.015770938600520593,13062
Mandena,ASV_15,0.4065934065934066,2405,Microgale brevicaudata,flooded_rice,2,0.0036082874214324514,25774
Mandena,ASV_15,0.4065934065934066,2430,Microgale brevicaudata,flooded_rice,2,0.01788232277913088,15602
Mandena,ASV_15,0.4065934065934066,2432,Microgale brevicaudata,flooded_rice,2,0.005590175953079179,32736
Mandena,ASV_15,0.4065934065934066,2445,Microgale brevicaudata,agroforest,2,0.38602361133779445,36762
Mandena,ASV_15,0.4065934065934066,2497,Microgale brevicaudata,brushy_regrowth,3,0.007007492287351256,22690
Mandena,ASV_15,0.4065934065934066,2498,Microgale brevicaudata,brushy_regrowth,3,0.018770304415834438,16622
Mandena,ASV_15,0.4065934065934066,2530,Microgale brevicaudata,brushy_regrowth,3,0.013422432167751599,17359
Mandena,ASV_15,0.4065934065934066,2578,Microgale brevicaudata,agriculture,3,0.01941476638494658,25084
Mandena,ASV_15,0.4065934065934066,2637,Microgale brevicaudata,flooded_rice,3,0.006879236756213909,19915
Mandena,ASV_15,0.4065934065934066,2663,Microgale brevicaudata,secondary_forest,3,0.037348866806990066,20429
Mandena,ASV_15,0.4065934065934066,2664,Microgale brevicaudata,secondary_forest,3,0.012734584450402145,38792
Mandena,ASV_15,0.4065934065934066,2677,Microgale brevicaudata,semi-intact_forest,3,0.0027476365668513947,21473
Mandena,ASV_15,0.4065934065934066,2678,Microgale brevicaudata,semi-intact_forest,3,0.2736087689713322,21348
Mandena,ASV_15,0.4065934065934066,2682,Microgale brevicaudata,semi-intact_forest,3,0.6564767661612592,69317
Mandena,ASV_15,0.4065934065934066,2688,Microgale brevicaudata,semi-intact_forest,3,0.6826763829082477,12076
Mandena,ASV_15,0.4065934065934066,2727,Microgale brevicaudata,agroforest,3,0.019393608303742146,18305
Mandena,ASV_15,0.4065934065934066,2729,Microgale brevicaudata,agroforest,3,0.00493421052631579,24320
Mandena,ASV_15,0.4065934065934066,2761,Microgale brevicaudata,agroforest,3,0.06567829557824892,19291
Mandena,ASV_15,0.4065934065934066,2767,Microgale brevicaudata,agroforest,3,0.6535919191919192,61875
Mandena,ASV_150,0.03296703296703297,2305,Microgale brevicaudata,agriculture,2,0.00841105929380413,36024
Mandena,ASV_150,0.03296703296703297,2306,Microgale brevicaudata,agriculture,2,0.0029813664596273293,16100
Mandena,ASV_150,0.03296703296703297,2307,Microgale brevicaudata,agriculture,2,0.044065838868033495,17315
