grid_name,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,village,grid,season
Andatsakala_agriculture_1,0.01325557792776801,-0.19105655052076426,-1.3116967785693285,-1.3082564136948471,-0.7122997838404539,0.06431612262964335,-0.23688552061507284,-0.31361588318768746,-0.8021864268706698,0.48820566277159355,-0.5426284536001187,1.0797239260794522,0.7824798077380672,-1.0934238556572264,0.23889341194139754,0.0016311417356352081,4.181977060366687e-4,-0.22888648052881072,-0.36465188114792485,0.023643523452611323,-1.9454054428095562,0.03853672833833672,Andatsakala,agriculture,1
Andatsakala_agriculture_2,-0.018964509556308892,0.6280259177345063,1.9761180190136673,-3.9483869751680922,0.9842590256497978,-1.228952294582967,-0.5300603167074333,1.539928719155717,-0.23251448524540028,0.6311658375642639,0.5725807457571895,0.38839086361844644,-0.1918261514337397,-0.2097852622742442,0.33866242525297674,1.097208327439597,-0.02806480148296464,-1.1561693485105948,2.973857171679251,-0.9647813036206658,-0.060008936548328146,3.6630798247757213e-4,Andatsakala,agriculture,2
Andatsakala_agriculture_3,0.5113322156977378,-0.539171774099973,0.9440693130786356,-0.6653202486444781,-0.9409188525246277,0.38119883472120825,-1.0609014602416387,0.36750816727037283,-0.537084100475716,-0.3631623281800181,-0.25926203270347564,-0.9040277578546079,0.5661895897010106,-0.785190027279698,0.12438937577662747,-0.9773802473104596,-0.6830294223293991,0.9986569349942912,0.5458771447320802,0.5881210181923031,0.08270512002371386,-0.014398315484147044,Andatsakala,agriculture,3
Andatsakala_agroforest_1,-0.542031923686766,0.4919580703772759,0.1872847413625739,0.2031261767728888,0.030051024316008604,-0.16731075260367975,-0.32533758541035324,-0.35450860160469555,-0.10852172814175334,0.058762906190497385,-0.12545795667110282,-0.050276994467898316,0.41222397541419814,-0.5059810477710314,-1.0478886792917823,-0.0770239883692058,0.06265728067104222,0.010266055105452337,0.04607713516106443,0.07008527757367748,0.025259527887656404,-0.012656780425081508,Andatsakala,agroforest,1
Andatsakala_agroforest_2,-0.5329064390613095,1.3272620764029277,0.46519000237470876,-1.6246249615407506,-2.869868623205758,-0.8240120501375866,1.3902036561143103,0.07660755876429445,-0.8368879758633958,-0.07901243475979144,-2.0257100593773925,2.4246945958861565,-0.9038765458089252,-1.7461355828950953,0.07123280792596265,-0.19406307290204464,0.45153851541636486,-0.24650467419980676,-0.4978754698540437,-0.2534036371431737,0.5487770910638181,-0.058693621086636734,Andatsakala,agroforest,2
Andatsakala_agroforest_3,-0.6854571306606864,0.4154828746854172,0.12938847733062478,-0.10910069490652807,-0.22708840858761203,-0.23408735622319451,0.6549182595034677,-0.54442276935559,-1.161212479628785,0.5923993494250333,-0.5613751539922363,0.8731845309076841,0.151979304403048,-1.0550856800977226,-0.07996465121296342,0.1372285769906591,0.678480183638907,-0.4098177941367585,-0.4262070991133573,-0.39311364503787655,0.24812718694302666,-0.037259672247428245,Andatsakala,agroforest,3
Andatsakala_brushy_regrowth_1,-0.9418629701235502,0.8607637020146203,0.1961818127740124,0.5523817085027257,0.4703215856850409,-0.272048874807131,-0.7102530852800248,-0.2618644124521131,0.20597229138761627,-0.3635565922457091,-0.5170479855816544,0.7937752818572291,-0.06758334094286406,-1.226082109032636,-0.11122810475252011,0.05534827258119822,0.05794844767413872,0.06623985149791443,-0.010201456670703726,0.13527932492989808,0.07040163613253632,-0.014930078743914606,Andatsakala,brushy_regrowth,1
Andatsakala_brushy_regrowth_2,-0.2348126928181113,0.4709773232865966,0.34760208116876845,-0.31954609900871567,-1.6422726434683852,-0.4393603642567376,-0.9771657476799611,-2.7504555647427362,-0.15823460126737618,-1.2522714560490378,2.2773378711051633,-0.27311891607423583,-0.5671918024735861,1.1827246390425954,0.7750750566348928,0.08993612541955238,-0.005988142196764246,-0.11254176524213272,-0.012120934752682846,-0.12688803992073022,-0.01590197147625992,-8.45149984570589e-4,Andatsakala,brushy_regrowth,2
Andatsakala_brushy_regrowth_3,-0.3514130293246427,0.43171992322953495,0.39968828364057507,-0.26171290097876354,-1.281645633310109,-0.493576194720815,-0.9462162323313164,-3.027272523280326,-0.792790317562334,-0.8887786739111628,2.4176570219133247,0.09401149514998411,-0.5012009943434814,0.6257583320300036,0.7828729498103268,0.15422850949582745,0.2812767671245708,-0.213314897811839,-0.14634864023837163,-0.22246249326100243,-0.0053562100285236905,-0.005329536398841139,Andatsakala,brushy_regrowth,3
Andatsakala_flooded_rice_1,-0.691423846484431,0.34114967859405715,0.07213592431648749,0.11495876360839719,0.02905461491986029,-0.14797514202180015,0.44363558880062676,-0.5538642364179004,-0.8776885787424226,0.4675730726641984,-0.40830503673477936,0.5393796037271407,0.263289793989993,-0.7822908577204117,-0.2965780843998315,0.10594216480773279,0.6334629902880509,-0.4194579820206379,-0.3586463245216923,-0.4111978241436536,0.19970725749168972,-0.03132099641409574,Andatsakala,flooded_rice,1
