host_ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,village,grid,season
2010,-0.44625440462845606,0.0019845215822023882,-0.03808597467323785,-0.04692119091217393,0.0179411230174889,-0.0023140849471938616,0.00686746900262308,-0.006243729976188648,0.012534490890354182,0.0015915159751661622,1.3994415802285267e-4,0.0011200073268290357,-0.002164157072597532,-0.011674130487569361,0.02686845950157219,0.0012585166361691667,0.00969847327835716,-5.892798269729002e-4,0.06151669594199746,0.002700954380803916,-9.898728507591623e-4,-0.0018782613115433605,-0.005466250092444699,-0.0017481007452547473,0.017399552064198007,-0.0031435170741927246,-0.01296063576158537,0.00677467494185578,-0.008091899408962351,1.240260188989072e-4,-1.2098987525442847e-4,-9.738108183340264e-4,3.619140571648612e-4,-0.0012854728291195484,-2.8690505652558023e-4,-9.083433036046571e-4,-0.001265064074137537,-8.77626271117223e-5,-7.382522924878106e-4,3.1480964333516085e-4,-6.365339059225128e-4,-9.497017767215038e-4,-0.0053986078159229374,0.0011453526508894175,-6.542449091385354e-5,-2.447990287793126e-4,-3.845294642894911e-4,2.9550930948377462e-5,-6.417823349705873e-4,1.4208792532926552e-4,9.973297452839404e-4,-0.0029335159797786834,-0.0017152375964134489,-6.51860317843398e-4,-0.0013142515898725855,-6.80694112728657e-6,2.2536024925868856e-4,-3.0225610935270963e-5,9.864699085909018e-5,-5.24610969446488e-5,2.185356342075437e-5,6.860013680159832e-5,-1.698356547634747e-5,-4.999444024568791e-5,-1.0647182767937195e-5,1.7044123802767708e-5,1.673376733334758e-5,Mandena,brushy_regrowth,1
2011,-0.3571049889183148,0.047293224927712256,0.0013401822894232572,-0.03444269916813973,0.016559661632750414,-0.0015147000976029157,-0.24719573964293406,0.005408308037844623,0.026913786913717166,-0.03848811102864903,7.057459937777175e-4,0.0012433529617711687,-0.010596790689218236,-4.114276512135558e-4,4.0412305705442574e-4,2.4136467105501536e-4,0.00855621732619044,2.742356556139705e-5,-0.001600490761128001,-0.0017086117687641958,7.576181258435265e-5,-9.148941775814736e-4,-0.008319146094739998,-0.0015308524630722536,-4.327468059257347e-4,7.149607963801174e-4,-0.001780770535028869,4.71493006835379e-4,0.004829807354020043,-0.00189938968933872,2.039893409108574e-4,6.454608065457795e-4,-7.465112856000341e-4,2.3508928871722985e-4,-2.155276741254221e-4,1.2870658665869563e-4,-5.260112672322308e-5,-2.795886902282351e-4,-6.36836160561834e-5,0.0016817497054574452,8.462828772118845e-4,3.703058967505951e-4,-0.0077251799044808405,8.577956643999343e-4,-0.001953049936943231,2.2356445536305994e-4,-2.6655848830956595e-6,-7.84852422954736e-5,1.39832557811325e-4,-2.595148289744434e-4,-5.4940865807869e-4,1.1696281678130636e-4,1.0647634181219707e-5,-1.7331285725037736e-4,-2.990729002971775e-4,1.1897907852906571e-4,1.272004098282965e-4,-3.346587602576727e-5,-2.101197304463765e-5,-1.1443969569950616e-5,1.707184598957408e-5,2.5041133394400477e-6,-4.090998153675084e-6,-4.01954682200733e-5,-1.7608885850992927e-5,-4.764345248242381e-6,4.069623732494826e-6,Mandena,brushy_regrowth,1
2013,-0.4620686386254232,-0.12610592512788182,0.024495995277946797,-0.06894233316500818,0.015902017593599257,-0.006008090039640251,0.007583016203313344,-0.008621141769758329,0.025880440276882143,-0.0052610467552548276,0.009579812584979372,0.010192904981888488,-2.1303218220891117e-4,-0.013334043752117322,0.0040920175547167715,0.0076040175439532525,0.05420601581697408,0.0021500278819114095,0.012317849849084324,0.002441099173290145,-6.138882455840234e-5,-0.0012702206498476332,-0.005139400568399622,0.0017289143907695263,0.0064064319539168125,0.004288204471521957,-7.822272405898023e-4,0.027267433613002885,-0.010329699280553845,-5.874276760415694e-4,5.528776354162682e-4,-0.0015861889359419644,0.0026009185389206948,-5.329360081272699e-4,5.091922111078296e-4,-0.0013454289957100145,7.83938752470341e-4,6.694808068968854e-4,-7.93034559964786e-4,-3.7075573216877077e-4,-0.0013401484825689585,-0.0010529933378542215,-5.501900555472278e-4,2.8865145124336885e-4,2.8193254813627604e-4,-2.99174489642685e-4,-3.537609551267221e-4,2.7149456578923057e-4,-2.806918577338051e-4,1.4403970275584146e-5,-1.762422700085618e-4,2.675976035953841e-4,3.151938449691386e-5,-8.015871222092697e-4,4.4853208989256306e-5,-6.165688918611475e-5,4.835446691212925e-5,8.202940889196071e-7,-4.930709213887481e-5,-4.4953347685085e-5,4.495901284573311e-5,-1.8345698576299081e-6,3.786650385338231e-5,6.179969186596096e-6,-1.8474531239702547e-5,2.6325082141263968e-5,-4.707733113862627e-6,Mandena,brushy_regrowth,1
2014,-0.505029537305264,0.04322191125255649,-0.0628316095315969,0.12877704281803012,0.016145489536100028,0.005146172599566206,0.003796205503168601,-0.0014061236707076548,0.026063003808612917,2.4376682817669695e-4,0.0010182697290430952,0.007084952009501017,0.004332124110697728,-0.009817444312838717,-0.0044882323185450514,-0.0013222498607373843,-8.797338809602974e-4,-1.998709376002574e-4,-0.007502365546090776,-8.450623497749387e-4,0.0010358606617853526,-0.002912361543957317,-0.0055184312311986295,-3.178730666375123e-4,-9.673065692253278e-4,9.679304201990656e-5,-0.0031935069966939904,0.002892796399653818,0.003026949956088442,-0.002152606858768928,1.280149195885735e-4,-6.463625801455076e-4,0.0017024065535462998,0.001869355669435575,3.266200521944955e-4,-1.4718145497418335e-5,0.0015908609409023393,1.4564029180185654e-4,-5.69435685534155e-4,-5.359459445494649e-4,-4.2268309919313535e-4,-5.718448759796928e-4,-3.0490405297370674e-4,-2.2077950882552652e-4,3.583735888294215e-4,-3.37278179748213e-4,-4.3982512723639736e-5,4.729986482169344e-5,-1.3284270243477328e-4,-1.1889977558490037e-4,-1.9279294934107275e-4,4.040259843245721e-6,4.517774516801922e-5,-9.170468800581732e-6,6.631426332545819e-5,-2.9547814982734308e-6,-2.4811404672643258e-5,-2.373637851532909e-5,-1.3117416665463732e-5,-2.1511646484497508e-5,1.6057824315475574e-5,7.05852768526456e-6,3.126876184495021e-6,1.2327995253585792e-5,-1.727950846550711e-5,1.0629563988667635e-5,-6.71304836226672e-6,Mandena,brushy_regrowth,1
2015,-0.3462120488206481,0.24580708619251587,0.19521160273463847,0.3452734256512067,-0.006273247808347255,0.0067124109311179365,0.01871542715762291,-0.0022277551103266667,0.0456700187074406,4.900871576933091e-5,0.0026388160618693013,0.012257524912360828,-0.016078174676272854,0.011413244772451717,0.020057639186231643,-0.006173781095300116,-0.0034385816043557417,-2.1377002642160626e-4,-0.009432175624271635,-0.0022075385487422537,-7.924956440434806e-4,-0.004753718400600164,-0.006954553209021499,-6.256800496052866e-4,0.0030696709089571244,-7.411739742763383e-4,-0.004868933308584123,-9.56283423403927e-4,-5.240742807838167e-4,0.0010132944301182727,-1.9060202179666924e-4,3.8128367858733406e-4,-0.0015362097859903763,-4.959812475260344e-4,-1.717817693360199e-4,1.6744077173981526e-4,6.518960298712946e-4,1.1675840356058252e-4,-2.2911418278096274e-4,-0.0010199093976585242,0.0016481889645442735,0.0019839480353188495,3.5562582277801796e-4,-1.3231846748312513e-4,2.378289088583497e-4,7.21778560347314e-5,5.9788482428816036e-5,5.508288305892625e-5,-4.32796184168254e-4,3.5626302010454155e-5,-1.2817094383320937e-5,2.4083834151776955e-5,-3.5478214879226966e-6,1.2231908205153965e-4,1.2166548875532536e-4,-3.58319784078326e-5,2.6008123354007563e-5,-8.948572848107765e-6,6.792910035973318e-5,-7.352408446759145e-6,8.081967703817631e-6,2.4572325900740325e-5,9.309461374477706e-6,-2.9872266841915203e-6,-1.887953404789009e-9,8.761746422797909e-6,4.279311882048599e-6,Mandena,brushy_regrowth,1
2016,-0.5438640428414824,0.8096477269748215,-0.21387896950464577,0.026754729367787593,0.03773024432773535,0.019146631655984913,4.974542586708399e-4,-0.0026118160266564204,0.00944052988536487,0.01031422875052898,-0.006330807840813849,0.010663660434939468,8.477890578774303e-4,0.003889490303045606,-5.8123467415081716e-5,-0.0021630764428620074,-0.0034870148318298117,5.616543338934688e-4,-2.3617531436765613e-4,-0.0017881520711263456,-0.0011588281941830355,-0.0035201443747122714,-6.997687373196638e-4,-0.002220147575463055,-5.337694031165259e-4,0.004264700379348326,-4.888097604711716e-4,-2.2608983531630027e-4,-8.505313317169566e-4,-2.1601151581117681e-4,3.2860041810090954e-4,-1.1567372424647688e-4,-3.064959859871444e-4,1.718586745406303e-4,-2.1903773008208463e-4,-3.464604704715024e-4,1.802810348297675e-4,-5.079236473979169e-4,-9.866965653554255e-5,-5.039501941576925e-5,-4.0891249726320276e-5,5.614521043790957e-5,2.575564850559413e-4,1.2670148541904565e-4,2.0417118917298898e-5,1.9093444975168755e-4,1.0807921681028407e-4,-6.721641830044679e-5,-2.1310836285463026e-4,-2.2150179198733963e-5,1.2687288514179318e-4,-1.1642502313354697e-4,-2.6605702704235068e-5,1.3431816384768528e-4,4.501678854789738e-5,3.3757315978240015e-5,-2.049034718738076e-6,1.5559089538883342e-6,-1.2605253655831359e-5,-1.6228852253818303e-5,1.402595987300766e-6,-1.978868871723249e-5,1.0511120777860657e-5,2.3175642168770045e-5,-6.594013208029626e-6,2.473392176000438e-5,3.3617081619880976e-6,Mandena,brushy_regrowth,1
2017,-0.36537984921857,-0.03966381414804576,0.1356530530029371,-0.14947099435400074,0.014131618994753719,-0.008601984825218538,0.008829899909259191,-0.011481733143389633,9.196701238244112e-4,-0.0014696112725753824,0.02099466794743218,-0.017706063370895676,-0.007224278645410818,-0.006599684497644548,0.015402638034151343,-0.006181189263304435,0.0014822095078342278,-5.50987870435627e-4,0.002015051235177759,-0.0011321509396132919,4.50940640248411e-4,-0.0014500279436870157,-0.003116595324740443,-6.659552405152456e-4,0.002687176347588842,0.006249025600066199,0.005869858648098718,0.028513255612632758,-0.012061694513088557,-4.589571599532802e-4,8.38540911779804e-4,-0.001219285315365714,-7.620767931870623e-4,3.7545628621905955e-4,9.99525192104335e-4,-0.001459512180867465,0.002024640258385547,-0.0020882513951430894,0.002920437132112738,0.00801274295660688,-0.0011935486785574583,-0.0014401420654543376,8.065786412385595e-4,5.2810104764134695e-5,3.326558990330674e-4,-5.770893783752023e-4,-2.427581016189773e-4,3.3065101985740983e-4,-3.4599046697446145e-4,-2.4246310318220039e-4,-3.1325827647472713e-4,4.834259272192095e-4,-8.101694958887189e-5,-6.080776177497003e-4,-4.634191653213248e-6,-1.5257935084836142e-4,1.4610635254264401e-5,-1.071249119105284e-5,-9.800352880946615e-5,6.564252808134687e-5,2.727173721769709e-5,-2.4308014562701778e-5,2.8519276458439304e-5,8.743358201988084e-7,-8.90445957831727e-6,2.7756389432663522e-5,9.092582232224464e-7,Mandena,brushy_regrowth,1
2018,-0.42815299260653034,0.3294761158270618,-0.04301149949235925,-0.054832711617345486,-0.0042916294684265475,-0.015229410546234442,0.0034059027308739583,-0.006933157529868402,-0.00639305580882871,0.006115009599659064,0.004832206679942281,0.011961600886860267,-0.00458943164774933,0.0031207056532408205,0.0025978702062111644,2.2915908590138745e-4,0.002500721222749322,0.0010922606168975574,-4.377037660403756e-4,0.021253566501211567,9.78690401334255e-4,0.004182184989419002,-0.001287676431133915,0.011547826953129392,0.0010516989791252251,-0.014430715425960467,0.012171396474811951,-0.0014705206240736974,-4.0214050191982677e-4,-0.002993723306033335,2.3594029284698976e-4,-0.001314946924829633,-0.003069879977796178,-0.0015055912980923344,0.0026589001318736804,8.556747690548384e-4,-0.0018975314459003963,-0.002896819779695362,-0.0013555597831393176,-2.645597482030763e-4,3.6545434815037574e-4,5.38395911689655e-4,0.001146969425732507,0.0038912374936038515,-0.0013381485583316899,-2.840793654433138e-4,0.0016031923145592155,1.313051101349636e-4,-2.986814111255824e-4,-2.4347407557615056e-5,-6.059727302951041e-4,-0.0020276700735718124,-9.924110019876588e-5,-5.211593251842239e-4,-8.498262573141149e-5,-0.0012470262349873176,6.775890387772023e-4,5.358156836024836e-6,-1.609445286247864e-5,2.0514482085216964e-4,-1.696428706828486e-5,5.387560453993352e-5,2.616983916418043e-4,-2.3027572017534425e-4,-2.742366393905921e-6,-3.2383841465609314e-5,-4.527320540532545e-6,Mandena,brushy_regrowth,1
2019,-0.4452836234886996,0.5614536108895943,-0.056249895013732,-0.010990669284156828,0.024159183964548685,0.012802094721790577,0.0031665786320070723,-0.008046969115726213,-0.0030940537584045343,0.007524609305853721,0.0050472255876614315,0.019251487972183387,0.001201130021981053,-0.021401818118292386,0.06754365302235654,-0.0077677078495119135,-0.022986537238449806,-5.642616266759034e-4,-0.0010737401760154593,-0.0024083574075198177,-8.448352059411098e-4,-0.0023799542901860814,-0.002715953752938331,-0.001951854777848419,-2.520414688515484e-4,0.002825622373432918,-8.46494136018111e-4,-9.178818683928056e-4,-5.58246191479612e-4,-0.0021471363395127482,3.7908467937081277e-4,5.7223120779077336e-5,-9.419177405408334e-4,2.852846001010311e-4,1.215143958068763e-4,-3.7486676883418703e-4,5.583789674615848e-4,-1.7265508055877657e-4,-0.0010119716954232216,-3.012929645357556e-4,-5.569599261355733e-4,-2.663268177757028e-4,2.7224633592092825e-4,1.9138688464239264e-5,1.5434416843679478e-4,-4.8479063435872164e-5,1.0105165447681654e-4,-2.629372133630966e-5,-1.512354854974956e-4,-1.2985193115726113e-4,1.5473524470725766e-4,7.2407622723522e-5,-3.0086415412626044e-5,1.0830872604362215e-4,-7.455251965624707e-5,-5.288860394473527e-6,-2.11957414097255e-5,1.1369633056293927e-5,8.158269012614118e-6,5.6150134935594095e-6,-6.085297238759993e-6,-5.626940168871642e-6,-2.8548562351199205e-6,1.0993144142807427e-6,-9.024179034610673e-6,1.7745165165604182e-5,4.374817213589317e-6,Mandena,brushy_regrowth,1
2020,-0.41832184488481167,-0.14128728760357756,0.10481891013237436,-0.14569437491185358,0.0015975053951926665,-0.019941453628093356,0.007219284883303577,-0.012299531575988851,0.012549662875887732,-0.007363063727113234,-0.0072400481425209965,0.016852258532512675,-0.001949712547310086,-0.023851605352983578,0.045124666531191,-0.002306198371781818,-0.024202895995662055,-0.0012452375721461377,-0.007106694551446246,-0.0028436823075552774,0.0011053820802174072,-6.129344044135239e-4,-0.0031530733713180836,2.3287472933534558e-4,-5.443455442236084e-4,-0.0026005729328093773,-0.007180975122138235,-0.006950071742720704,-0.0011765090657515683,-0.0017367435670342316,-0.0018784448913070316,-0.007365844580217102,0.0359267492030134,-0.014824504752923372,-0.00136692995148805,-0.003084159897069946,0.008280561800254818,-0.04146449302824644,0.044224820090698044,-0.025553650179057637,0.006229030571803258,0.005576299594497747,-0.003915323194339932,-0.001932841797123206,0.004070845875642556,-2.4250034847245436e-4,-2.411375154582286e-4,-1.7924934762323893e-4,2.515690495215773e-4,1.7596252030672668e-4,0.0014804669844140294,8.492311947908324e-4,5.448460774517787e-4,1.6821153483301157e-4,1.4097350580425915e-4,8.288127310900574e-5,5.123583478632615e-5,1.0009837983685145e-5,1.1752581277086396e-4,-1.1414308083687739e-4,2.8208916637256318e-5,1.2386029153263275e-5,6.712937365115562e-5,-9.211013592086348e-5,3.541779951815909e-5,-1.1576227127643239e-5,4.462818641827397e-7,Mandena,brushy_regrowth,1
