host_ID,host_species,village,grid,season,sex,mass,dist_village,pathogen,otu_Order,otu_Family,otu_Genus,sum_relative_reads,OTU_ID,pathogen_type
3023,Rattus rattus,Sarahandrano,agroforest,2,male,144,2.11,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.895339955753554,77,Protozoa
2095,Rattus rattus,Mandena,agriculture,1,male,70,1.61,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.912912915209444,77,Protozoa
2343,Rattus rattus,Mandena,agriculture,2,male,138,1.61,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,1,77,Protozoa
2759,Rattus rattus,Mandena,agroforest,3,female,110,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.631901840664684,77,Protozoa
2821,Rattus rattus,Sarahandrano,agriculture,1,female,140,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.525700934701186,77,Protozoa
2204,Rattus rattus,Mandena,village,1,male,108,NA,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.211055274548572,77,Protozoa
2152,Rattus rattus,Mandena,flooded_rice,1,female,115,1.19,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.0934993658868331,77,Protozoa
2571,Rattus rattus,Mandena,agriculture,3,male,112,1.61,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.230217974758801,77,Protozoa
2584,Rattus rattus,Mandena,agriculture,3,male,145,1.61,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.849963405396552,77,Protozoa
3356,Rattus rattus,Sarahandrano,secondary_forest,3,male,84,2.35,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.723056388750595,77,Protozoa
2615,Rattus rattus,Mandena,flooded_rice,3,female,28,1.19,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.254593176069246,77,Protozoa
2927,Rattus rattus,Sarahandrano,agroforest,1,female,141,2.11,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.152777778657347,77,Protozoa
2749,Rattus rattus,Mandena,agroforest,3,male,71,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.848704664247925,77,Protozoa
2153,Rattus rattus,Mandena,flooded_rice,1,male,95,1.19,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.529166656966146,77,Protozoa
2181,Rattus rattus,Mandena,flooded_rice,1,female,54,1.19,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.372583482752333,77,Protozoa
3005,Rattus rattus,Sarahandrano,brushy_regrowth,2,male,150,0.72,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.326949383569894,77,Protozoa
2739,Rattus rattus,Mandena,village,3,female,73.5,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.681187355201829,77,Protozoa
2747,Rattus rattus,Mandena,agroforest,3,male,132,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.940559442960829,77,Protozoa
2758,Rattus rattus,Mandena,agroforest,3,female,114,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.356720827514334,77,Protozoa
3598,Rattus rattus,Andatsakala,agroforest,1,female,114,1.08,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.680933846153023,77,Protozoa
2830,Rattus rattus,Sarahandrano,agriculture,1,female,128,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.222737187100609,77,Protozoa
2976,Rattus rattus,Sarahandrano,village,1,male,182,2.05,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.0358466096974154,77,Protozoa
2177,Rattus rattus,Mandena,flooded_rice,1,female,125,1.19,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.807588770400449,77,Protozoa
2845,Rattus rattus,Sarahandrano,agriculture,1,female,100,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.363391483553368,77,Protozoa
2568,Rattus rattus,Mandena,agriculture,3,male,120,1.61,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.281143053520314,77,Protozoa
2203,Rattus rattus,Mandena,village,1,male,100,NA,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.238306953669329,77,Protozoa
2242,Rattus rattus,Mandena,agroforest,1,male,175,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.332556785152258,77,Protozoa
2330,Rattus rattus,Mandena,agriculture,2,male,132,1.61,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.110335653548685,77,Protozoa
2754,Rattus rattus,Mandena,agroforest,3,female,132,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,1,77,Protozoa
2839,Rattus rattus,Sarahandrano,agriculture,1,male,132,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.153694986315105,77,Protozoa
2183,Rattus rattus,Mandena,flooded_rice,1,female,118,1.19,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.648392564643281,77,Protozoa
2228,Rattus rattus,Mandena,agroforest,1,female,97,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.227539707419087,77,Protozoa
2745,Rattus rattus,Mandena,agroforest,3,male,95,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.5916404806768,77,Protozoa
2756,Rattus rattus,Mandena,agroforest,3,male,114,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.530178587191938,77,Protozoa
2769,Rattus rattus,Mandena,agroforest,3,female,69,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.610375715136955,77,Protozoa
2314,Rattus rattus,Mandena,agriculture,2,female,83,1.61,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,1,77,Protozoa
2187,Rattus rattus,Mandena,flooded_rice,1,male,110,1.19,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,1,77,Protozoa
2941,Rattus rattus,Sarahandrano,agroforest,1,female,126,2.11,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.251070458600537,77,Protozoa
2304,Rattus rattus,Mandena,agriculture,2,male,142,1.61,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.155391844469234,77,Protozoa
3021,Rattus rattus,Sarahandrano,agroforest,2,female,128,2.11,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.683777542594095,77,Protozoa
2726,Rattus rattus,Mandena,agroforest,3,male,98,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.777800003713616,77,Protozoa
2742,Rattus rattus,Mandena,agroforest,3,female,54,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.66549293904302,77,Protozoa
2565,Rattus rattus,Mandena,agriculture,3,male,134,1.61,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,1,77,Protozoa
3400,Rattus rattus,Sarahandrano,agroforest,3,female,60.5,2.11,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.205837081963958,77,Protozoa
2706,Rattus rattus,Mandena,agroforest,3,female,51.5,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,1,77,Protozoa
3470,Rattus rattus,Sarahandrano,village,3,male,158,2,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.582976708247833,77,Protozoa
2085,Rattus rattus,Mandena,agriculture,1,female,85,1.61,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.173937682639874,77,Protozoa
3491,Rattus rattus,Sarahandrano,village,3,male,120,1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.46211383767114,77,Protozoa
3811,Rattus rattus,Andatsakala,flooded_rice,2,female,124,0.39,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.677404268191666,77,Protozoa
3825,Rattus rattus,Andatsakala,flooded_rice,2,male,108,0.39,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,1,77,Protozoa
3350,Rattus rattus,Sarahandrano,secondary_forest,3,male,94,2.35,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,1,77,Protozoa
3232,Rattus rattus,Sarahandrano,brushy_regrowth,3,female,98,0.72,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.501943619780345,77,Protozoa
3081,Rattus rattus,Sarahandrano,flooded_rice,2,male,138,0.33,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.114330063433684,77,Protozoa
2452,Rattus rattus,Mandena,village,2,female,65,NA,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.115608474638696,77,Protozoa
3564,Rattus rattus,Andatsakala,secondary_forest,1,male,118,2.08,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.600648473744451,77,Protozoa
3244,Rattus rattus,Sarahandrano,agriculture,3,male,39.5,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.910888530884539,77,Protozoa
3284,Rattus rattus,Sarahandrano,agriculture,3,male,92.5,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.985447758728436,77,Protozoa
3591,Rattus rattus,Andatsakala,agroforest,1,female,82,1.08,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.542076487609137,77,Protozoa
2438,Rattus rattus,Mandena,flooded_rice,2,male,137,1.19,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.124450941265549,77,Protozoa
3130,Rattus rattus,Sarahandrano,agriculture,2,male,160,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.187007040235988,77,Protozoa
3043,Rattus rattus,Sarahandrano,secondary_forest,2,male,170,2.35,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.377615049476396,77,Protozoa
3250,Rattus rattus,Sarahandrano,agriculture,3,female,75,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.937431988990585,77,Protozoa
2553,Rattus rattus,Mandena,agriculture,3,female,50,1.61,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.0635126405776092,77,Protozoa
3273,Rattus rattus,Sarahandrano,agriculture,3,male,138,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.438942348482965,77,Protozoa
3567,Rattus rattus,Andatsakala,secondary_forest,1,male,114,2.08,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.246340403621906,77,Protozoa
3285,Rattus rattus,Sarahandrano,agriculture,3,male,41.5,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.573400829670226,77,Protozoa
3612,Rattus rattus,Andatsakala,agroforest,1,male,126,1.08,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.252876782916358,77,Protozoa
3646,Rattus rattus,Andatsakala,village,1,female,97,0.2,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.823787808566303,77,Protozoa
3214,Rattus rattus,Sarahandrano,brushy_regrowth,3,female,72,0.72,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.07040395478471,77,Protozoa
3251,Rattus rattus,Sarahandrano,agriculture,3,male,102,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,1,77,Protozoa
3295,Rattus rattus,Sarahandrano,agriculture,3,female,112,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.136028068839479,77,Protozoa
2991,Rattus rattus,Sarahandrano,brushy_regrowth,2,female,134,0.72,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.354763046343434,77,Protozoa
2435,Rattus rattus,Mandena,flooded_rice,2,male,150,1.19,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.469423663743191,77,Protozoa
3749,Rattus rattus,Andatsakala,agroforest,2,male,140,1.08,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.755856316015165,77,Protozoa
3279,Rattus rattus,Sarahandrano,agriculture,3,male,91,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.273329131004654,77,Protozoa
3314,Rattus rattus,Sarahandrano,agriculture,3,male,132,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.597949448147809,77,Protozoa
3621,Rattus rattus,Andatsakala,agroforest,1,female,90,1.08,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.378091860893096,77,Protozoa
2464,Rattus rattus,Mandena,agroforest,2,female,170,0.45,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.0718989440846763,77,Protozoa
2516,Rattus rattus,Mandena,brushy_regrowth,3,female,99,2.21,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.272654377668451,77,Protozoa
2428,Rattus rattus,Mandena,flooded_rice,2,male,128,1.19,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.40079894434728,77,Protozoa
2451,Rattus rattus,Mandena,village,2,female,26,NA,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.117699127345628,77,Protozoa
3271,Rattus rattus,Sarahandrano,agriculture,3,male,123,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,1,77,Protozoa
2460,Rattus rattus,Mandena,village,2,female,27.5,NA,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.744304472281691,77,Protozoa
3137,Rattus rattus,Sarahandrano,agriculture,2,male,158,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.609808085702466,77,Protozoa
2472,Rattus rattus,Mandena,village,2,female,62,NA,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.558237547318325,77,Protozoa
3296,Rattus rattus,Sarahandrano,agriculture,3,male,63,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.875184896611989,77,Protozoa
2436,Rattus rattus,Mandena,flooded_rice,2,male,146,1.19,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.612522130156646,77,Protozoa
2479,Rattus rattus,Mandena,village,2,male,120,NA,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.0246464575142463,77,Protozoa
3798,Rattus rattus,Andatsakala,village,2,female,62,0.46,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,1,77,Protozoa
3346,Rattus rattus,Sarahandrano,secondary_forest,3,male,63,2.35,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.942839504732603,77,Protozoa
3315,Rattus rattus,Sarahandrano,agriculture,3,male,184,1.1,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.977436656928923,77,Protozoa
3581,Rattus rattus,Andatsakala,semi-intact_forest,1,female,70,2.61,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.926961380453351,77,Protozoa
3791,Rattus rattus,Andatsakala,village,2,female,128,0.46,Yes,Parabasalia,Tritrichomonadea,Tritrichomonas,0.697757826340205,77,Protozoa
