village,asv_ID,host_p,host_ID,host_species,grid,season,reads,total_reads,asv_core,asv_degree,asv_group,host_group
Mandena,ASV_1,0.6744186046511628,2486,Rattus rattus,village,2,0.03111137398710593,33814,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2487,Rattus rattus,village,2,0.00531144374698213,28994,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2491,Rattus rattus,village,2,0.00171029502589196,21049,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2495,Rattus rattus,agroforest,2,0.0020124773596297,24845,Core,227,3,14
Mandena,ASV_1,0.6744186046511628,2496,Rattus rattus,agroforest,2,0.02586507199256851,34448,Core,227,3,2
Mandena,ASV_1,0.6744186046511628,2499,Rattus rattus,brushy_regrowth,3,0.17950721153846153,83200,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2500,Rattus rattus,brushy_regrowth,3,0.0530173775671406,31650,Core,227,3,4
Mandena,ASV_1,0.6744186046511628,2501,Rattus rattus,brushy_regrowth,3,0.00893512851897184,16340,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2502,Rattus rattus,brushy_regrowth,3,0.00117213663764233,17916,Core,227,3,6
Mandena,ASV_1,0.6744186046511628,2505,Rattus rattus,brushy_regrowth,3,0.03421854178564629,21012,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2506,Rattus rattus,brushy_regrowth,3,0.00531296695998671,18069,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2508,Rattus rattus,brushy_regrowth,3,0.03793666340189357,15315,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2509,Rattus rattus,brushy_regrowth,3,0.00335385968770618,18188,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2510,Rattus rattus,brushy_regrowth,3,0.17021795705920623,12296,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2511,Rattus rattus,brushy_regrowth,3,0.07911887382690302,15344,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2514,Rattus rattus,brushy_regrowth,3,0.00195880904410118,17868,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2515,Rattus rattus,brushy_regrowth,3,0.02154066471746524,16759,Core,227,3,2
Mandena,ASV_1,0.6744186046511628,2516,Rattus rattus,brushy_regrowth,3,0.00167663585281856,22068,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2517,Rattus rattus,brushy_regrowth,3,0.01776288227901131,11935,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2518,Rattus rattus,brushy_regrowth,3,0.00763173834039975,16510,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2522,Rattus rattus,brushy_regrowth,3,0.01436799405462315,16147,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2523,Rattus rattus,brushy_regrowth,3,0.10081242425602584,22279,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2526,Rattus rattus,brushy_regrowth,3,0.3832323996971991,15852,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2535,Rattus rattus,brushy_regrowth,3,0.00167917819043856,20248,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2536,Rattus rattus,brushy_regrowth,3,0.01384546672621706,15673,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2537,Rattus rattus,brushy_regrowth,3,0.00843817121816508,19554,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2538,Rattus rattus,brushy_regrowth,3,0.03233182664185057,18805,Core,227,3,4
Mandena,ASV_1,0.6744186046511628,2539,Rattus rattus,brushy_regrowth,3,0.00178066408295799,19094,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2540,Rattus rattus,brushy_regrowth,3,0.1470040772912604,22564,Core,227,3,2
Mandena,ASV_1,0.6744186046511628,2541,Rattus rattus,brushy_regrowth,3,0.0547945205479452,18031,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2548,Rattus rattus,agriculture,3,0.20103637369824415,19877,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2549,Rattus rattus,agriculture,3,0.02415670263439292,20574,Core,227,3,2
Mandena,ASV_1,0.6744186046511628,2550,Rattus rattus,agriculture,3,0.0576254096294429,19835,Core,227,3,2
Mandena,ASV_1,0.6744186046511628,2552,Rattus rattus,agriculture,3,0.5295170746990109,22343,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2554,Rattus rattus,agriculture,3,0.0063908767364433,26131,Core,227,3,7
Mandena,ASV_1,0.6744186046511628,2556,Rattus rattus,agriculture,3,0.00159059141080638,20747,Core,227,3,5
Mandena,ASV_1,0.6744186046511628,2557,Rattus rattus,agriculture,3,0.04609340899170668,11455,Core,227,3,4
Mandena,ASV_1,0.6744186046511628,2558,Rattus rattus,agriculture,3,0.03023410103307743,21102,Core,227,3,4
Mandena,ASV_1,0.6744186046511628,2565,Rattus rattus,agriculture,3,0.1979923558318283,23809,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2566,Rattus rattus,agriculture,3,0.05792753288714517,21665,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2567,Rattus rattus,agriculture,3,0.0069194823867721,22256,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2568,Rattus rattus,agriculture,3,0.02082839301241008,25302,Core,227,3,4
Mandena,ASV_1,0.6744186046511628,2569,Rattus rattus,agriculture,3,0.25284478834774693,17576,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2571,Rattus rattus,agriculture,3,0.02417891224167203,17081,Core,227,3,4
Mandena,ASV_1,0.6744186046511628,2573,Rattus rattus,agriculture,3,0.00849053592518114,31329,Core,227,3,4
Mandena,ASV_1,0.6744186046511628,2577,Rattus rattus,agriculture,3,0.05956503670868541,21657,Core,227,3,11
Mandena,ASV_1,0.6744186046511628,2581,Rattus rattus,agriculture,3,0.07660132863118183,12193,Core,227,3,6
Mandena,ASV_1,0.6744186046511628,2586,Rattus rattus,agriculture,3,0.00956299343934171,17986,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2588,Rattus rattus,agriculture,3,0.06970420723865516,27215,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2596,Rattus rattus,flooded_rice,3,0.0029554570403208702,18948,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2597,Rattus rattus,flooded_rice,3,0.6836754875202722,25281,Core,227,3,3
Mandena,ASV_1,0.6744186046511628,2598,Rattus rattus,flooded_rice,3,0.02821708407441234,20803,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2600,Rattus rattus,flooded_rice,3,0.0341572349388418,19703,Core,227,3,6
Mandena,ASV_1,0.6744186046511628,2601,Rattus rattus,flooded_rice,3,0.00554462529064568,27955,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2602,Rattus rattus,flooded_rice,3,0.07296244092529641,24122,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2603,Rattus rattus,flooded_rice,3,0.00167417900837089,15530,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2604,Rattus rattus,flooded_rice,3,0.0493618509237135,17159,Core,227,3,1
Mandena,ASV_1,0.6744186046511628,2605,Rattus rattus,flooded_rice,3,0.00619594681812314,23241,Core,227,3,10
Mandena,ASV_1,0.6744186046511628,2606,Rattus rattus,flooded_rice,3,0.05790549328048554,16147,Core,227,3,2
