host_ID,host_species,village,grid,season,latitude,longitude,elevation.obs,sex,mass,age_repro,age_dental
2601,Rattus rattus,Mandena,flooded_rice,3,-14.4718449935317,49.807001017034,122.67231,female,46,1,2
2602,Rattus rattus,Mandena,flooded_rice,3,-14.4717299938201,49.8066479712724,127.036446,male,61,1,2
2603,Rattus rattus,Mandena,flooded_rice,3,-14.4711450207978,49.8070040345191,108.917046,male,58,1,2
2604,Rattus rattus,Mandena,flooded_rice,3,-14.4714279938489,49.8072849959135,111.721367,male,118,2,2
2605,Rattus rattus,Mandena,flooded_rice,3,-14.4711669813841,49.8064840212464,123.191185,female,118,2,2
2606,Rattus rattus,Mandena,flooded_rice,3,-14.4716839771717,49.8066870309412,125.498711,female,120,2,2
2607,Rattus rattus,Mandena,flooded_rice,3,-14.4716839771717,49.8066870309412,125.498711,male,150,2,3
2609,Rattus rattus,Mandena,flooded_rice,3,-14.4707260094583,49.8069000151008,114.247223,female,76,2,2
2610,Rattus rattus,Mandena,flooded_rice,3,-14.4712229724973,49.8070700000971,112.003441,male,58,1,2
2611,Rattus rattus,Mandena,flooded_rice,3,-14.4709219783544,49.8067110031843,112.071526,male,60,1,2
2612,Rattus rattus,Mandena,flooded_rice,3,-14.4710829947143,49.806519979611,109.965652,female,45,1,2
2613,Rattus rattus,Mandena,flooded_rice,3,-14.4712249841541,49.8065519984811,121.885634999999,male,35.5,1,2
2614,Rattus rattus,Mandena,flooded_rice,3,-14.4717149902135,49.8067349754273,125.601242,female,32,1,2
2615,Rattus rattus,Mandena,flooded_rice,3,-14.4717299938201,49.8066479712724,127.036446,female,28,1,2
2616,Rattus rattus,Mandena,flooded_rice,3,-14.4713139999657,49.8073649592697,105.709076,male,132,2,3
2617,Rattus rattus,Mandena,flooded_rice,3,-14.471156001091,49.8067649826407,112.141479,female,67,2,2
2618,Rattus rattus,Mandena,flooded_rice,3,-14.471645001322,49.8065580334514,127.727715,female,127,2,2
2619,Mus musculus,Mandena,flooded_rice,3,-14.4714529719203,49.8071610275655,111.042739999999,female,11.5,NA,NA
2620,Rattus rattus,Mandena,flooded_rice,3,-14.4710750319063,49.8066000267863,110.579528999999,male,94,1,2
2621,Rattus rattus,Mandena,flooded_rice,3,-14.4714279938489,49.8072849959135,111.721367,female,79,2,2
2622,Rattus rattus,Mandena,flooded_rice,3,-14.4711379799991,49.8065599612891,110.322006,male,104,2,2
2623,Rattus rattus,Mandena,flooded_rice,3,-14.4718579854816,49.806898003444,126.341843,female,80,2,2
2624,Rattus rattus,Mandena,flooded_rice,3,-14.471645001322,49.8065580334514,127.727715,female,53,1,2
2625,Microgale brevicaudata,Mandena,flooded_rice,3,-14.470884,49.807556,105.508453,female,12.5,NA,NA
2626,Microgale brevicaudata,Mandena,flooded_rice,3,-14.472273979336,49.8062960151582,136.226958999999,male,9.6,NA,NA
2627,Mus musculus,Mandena,flooded_rice,3,-14.4712519738823,49.807215007022,108.419929999999,male,8.7,NA,NA
2629,Mus musculus,Mandena,flooded_rice,3,-14.4715959671884,49.8069539945572,111.587661999999,female,11,NA,NA
2630,Rattus rattus,Mandena,flooded_rice,3,-14.4709219783544,49.8067110031843,112.071526,male,65,1,3
2631,Rattus rattus,Mandena,flooded_rice,3,-14.4715279899537,49.807296982035,113.526909,female,39,1,2
2632,Rattus rattus,Mandena,flooded_rice,3,-14.4710410013794,49.8068039584904,111.569366,male,118,2,3
2633,Rattus rattus,Mandena,flooded_rice,3,-14.471645001322,49.8065580334514,127.727715,female,50,1,2
2634,Rattus rattus,Mandena,flooded_rice,3,-14.4719470012933,49.8068809881806,126.106415,male,86,2,2
2635,Microgale brevicaudata,Mandena,flooded_rice,3,-14.470942,49.807613,105.887817,female,9.2,NA,NA
2637,Microgale brevicaudata,Mandena,flooded_rice,3,-14.4723510090261,49.8062090110033,134.839980999999,male,12.5,NA,NA
2638,Mus musculus,Mandena,flooded_rice,3,-14.4715190213173,49.8071399889886,112.703064,male,11,NA,NA
2639,Mus musculus,Mandena,flooded_rice,3,-14.471217021346,49.8064479790627,122.189575,male,8.8,NA,NA
2640,Mus musculus,Mandena,flooded_rice,3,-14.4714119844138,49.8066039662808,118.979057,male,11,NA,NA
2641,Mus musculus,Mandena,flooded_rice,3,-14.4718449935317,49.807001017034,122.67231,male,11.5,NA,NA
2642,Rattus rattus,Mandena,flooded_rice,3,-14.4718240387737,49.8067600373178,126.775482,female,43,1,2
2643,Rattus rattus,Mandena,flooded_rice,3,-14.4714279938489,49.8072849959135,111.721367,male,152,2,3
2644,Rattus rattus,Mandena,flooded_rice,3,-14.4718240387737,49.8067600373178,126.775482,male,45,1,2
2645,Rattus rattus,Mandena,flooded_rice,3,-14.4708339683711,49.8067590314894,107.975433,male,130,2,2
2646,Rattus rattus,Mandena,flooded_rice,3,-14.4711450207978,49.8070040345191,108.917046,male,142,2,2
2648,Mus musculus,Mandena,flooded_rice,3,-14.4716170057654,49.8068789765238,124.42717,male,12,NA,NA
2649,Microgale brevicaudata,Mandena,secondary_forest,3,-14.4637660123407,49.7938779741525,203.469756999999,male,11.5,NA,NA
2650,Rattus rattus,Mandena,secondary_forest,3,-14.4630070310086,49.7950689587742,193.545273,male,65,1,2
2651,Rattus rattus,Mandena,secondary_forest,3,-14.4632879924029,49.7952609881758,175.578842,female,36,1,2
2652,Rattus rattus,Mandena,secondary_forest,3,-14.4632439874112,49.7951019834727,185.36174,male,168,2,3
2654,Microgale brevicaudata,Mandena,secondary_forest,3,-14.4637039862573,49.7941030282527,203.688309,male,11.5,NA,NA
2655,Microgale brevicaudata,Mandena,secondary_forest,3,-14.4638220034539,49.7938189655542,207.272736,male,11,NA,NA
2656,Microgale brevicaudata,Mandena,secondary_forest,3,-14.463504999876,49.7940150182694,214.46933,male,10,NA,NA
2659,Rattus rattus,Mandena,secondary_forest,3,-14.463854022324,49.7951449826359,170.617675999999,male,57,1,2
2660,Rattus rattus,Mandena,secondary_forest,3,-14.463734999299,49.794503012672,200.129088999999,female,93,2,2
2661,Rattus rattus,Mandena,secondary_forest,3,-14.4637840334326,49.7952189948409,184.919296,female,112,2,3
2662,Rattus rattus,Mandena,secondary_forest,3,-14.463084982708,49.7951889876276,196.669784999999,male,140,2,3
2663,Microgale brevicaudata,Mandena,secondary_forest,3,-14.4636560417711,49.7941020224243,206.242766999999,male,12,NA,NA
2664,Microgale brevicaudata,Mandena,secondary_forest,3,-14.4636070076376,49.7940850071609,207.688201999999,female,8.4,NA,NA
2666,Rattus rattus,Mandena,secondary_forest,3,-14.4640420284122,49.7947060223668,187.32254,female,57,1,2
2667,Rattus rattus,Mandena,secondary_forest,3,-14.4636469893157,49.7945060301572,198.549622,female,49,1,2
2668,Rattus rattus,Mandena,secondary_forest,3,-14.4638250209391,49.7948409710079,189.213974,female,60,2,2
2670,Rattus rattus,Mandena,secondary_forest,3,-14.4634859729558,49.7944989893585,217.004607999999,female,26.5,1,1
2671,Rattus rattus,Mandena,secondary_forest,3,-14.4635889865458,49.7945620212703,197.803131,male,118,2,2
2672,Rattus rattus,Mandena,secondary_forest,3,-14.4636009726673,49.7946210298687,209.052947999999,male,102,2,2
2673,Rattus rattus,Mandena,secondary_forest,3,-14.463084982708,49.7951889876276,196.669784999999,male,154,2,3
2674,Rattus rattus,Mandena,secondary_forest,3,-14.4638710375875,49.7950849682092,177.013,female,126,2,2
2675,Rattus rattus,Mandena,secondary_forest,3,-14.4635479990392,49.7953790053725,177.186111,male,98,2,2
2676,Rattus rattus,Mandena,secondary_forest,3,-14.4636009726673,49.7946210298687,209.052947999999,male,112,2,2
2677,Microgale brevicaudata,Mandena,semi-intact_forest,3,-14.4578170403838,49.7918489668518,248.45256,female,9,NA,NA
2678,Microgale brevicaudata,Mandena,semi-intact_forest,3,-14.4582539889961,49.7915379982441,254.588928,female,10,NA,NA
2681,Microgale brevicaudata,Mandena,semi-intact_forest,3,-14.4576550181955,49.7904979716986,301.453949,male,9.4,NA,NA
2682,Microgale brevicaudata,Mandena,semi-intact_forest,3,-14.4572319835424,49.7907979600131,293.042389,male,11.5,NA,NA
2683,Rattus rattus,Mandena,semi-intact_forest,3,-14.4578310381621,49.7906849719583,292.335540999999,female,29,1,1
2684,Rattus rattus,Mandena,semi-intact_forest,3,-14.4579799845814,49.7911660093814,272.957946999999,female,28,1,1
2685,Rattus rattus,Mandena,semi-intact_forest,3,-14.4580160267651,49.7907149791717,294.817077999999,male,29,1,1
2688,Microgale brevicaudata,Mandena,semi-intact_forest,3,-14.4576550181955,49.7904979716986,301.453949,male,8.5,NA,NA
2689,Microgale brevicaudata,Mandena,semi-intact_forest,3,-14.4580880273133,49.7917379904538,249.806519,male,10,NA,NA
2691,Rattus rattus,Mandena,semi-intact_forest,3,-14.4573299679905,49.7909279633313,287.860138,female,68,2,2
2693,Microgale brevicaudata,Mandena,semi-intact_forest,3,-14.457556027919,49.790676003322,296.693450999999,male,9.4,NA,NA
2694,Rattus rattus,Mandena,agroforest,3,-14.4784579798579,49.8111120052635,86.1414489999999,male,35,1,2
2695,Rattus rattus,Mandena,agroforest,3,-14.4784579798579,49.8111120052635,86.1414489999999,male,68,2,2
2696,Rattus rattus,Mandena,agroforest,3,-14.4783930201083,49.8111779708415,86.8463129999999,female,86,2,2
2697,Mus musculus,Mandena,agroforest,3,-14.4783360231667,49.8112259991467,87.944382,female,10,NA,NA
2698,Suncus murinus,Mandena,agroforest,3,-14.4783279765397,49.8105660080909,89.188713,male,27.5,NA,NA
2701,Mus musculus,Mandena,agroforest,3,-14.4778300076723,49.8107599653303,96.4236599999999,male,11,NA,NA
2702,Mus musculus,Mandena,agroforest,3,-14.4776929635554,49.8107629828155,102.248993,male,12,NA,NA
2703,Rattus rattus,Mandena,agroforest,3,-14.4779750145971,49.8114140052348,86.6423029999999,female,95,2,3
2704,Rattus rattus,Mandena,agroforest,3,-14.4776379782706,49.8113399930298,90.016182,female,38,1,2
2705,Rattus rattus,Mandena,agroforest,3,-14.477343019098,49.8110680002719,105.487762,female,65,1,2
2706,Rattus rattus,Mandena,agroforest,3,-14.4773379899561,49.8108850233256,112.441292,female,51.5,1,2
2707,Rattus rattus,Mandena,agroforest,3,-14.4772450346499,49.810951994732,116.935516,female,72,2,2
2708,Rattus rattus,Mandena,agroforest,3,-14.4782940298318,49.8112410027533,88.3603899999999,female,106,2,2
2709,Rattus rattus,Mandena,agroforest,3,-14.4782180059701,49.8112890310585,88.024994,male,116,2,3
2710,Rattus rattus,Mandena,agroforest,3,-14.4783259648829,49.8111499752849,90.6638949999999,male,100,2,3
2711,Rattus rattus,Mandena,agroforest,3,-14.4783070217818,49.8109880369156,93.4553379999999,female,73.5,2,2
2712,Rattus rattus,Mandena,agroforest,3,-14.477647030726,49.810709003359,104.911781,female,82,2,2
2715,Suncus murinus,Mandena,agroforest,3,-14.4784579798579,49.8111120052635,86.1414489999999,male,20,NA,NA
2716,Mus musculus,Mandena,agroforest,3,-14.4783930201083,49.8111779708415,86.8463129999999,male,10,NA,NA
2717,Rattus rattus,Mandena,agroforest,3,-14.4784579798579,49.8111120052635,86.1414489999999,male,63.5,2,2
2718,Rattus rattus,Mandena,agroforest,3,-14.4782940298318,49.8112410027533,88.3603899999999,male,93,2,2
2719,Rattus rattus,Mandena,agroforest,3,-14.4782940298318,49.8112410027533,88.3603899999999,female,64,2,2
2720,Rattus rattus,Mandena,agroforest,3,-14.4782180059701,49.8112890310585,88.024994,male,105,2,3
2721,Rattus rattus,Mandena,agroforest,3,-14.4776860065758,49.8110899608582,96.122849,female,110,2,2
2722,Rattus rattus,Mandena,agroforest,3,-14.4779760204255,49.8107019625604,98.8444209999999,male,115,2,2
2723,Rattus rattus,Mandena,agroforest,3,-14.4777770340442,49.8105729650706,108.827164,female,71,2,2
2724,Rattus rattus,Mandena,agroforest,3,-14.47781,49.81158,80.0032269999999,male,61,2,2
2725,Rattus rattus,Mandena,agroforest,3,-14.4780719932168,49.8107700236141,100.00338,female,64,2,2
2726,Rattus rattus,Mandena,agroforest,3,-14.4774270057678,49.8109469655901,107.731865,male,98,2,2
2727,Microgale brevicaudata,Mandena,agroforest,3,-14.4783330056816,49.8109550122171,94.158524,female,9.4,NA,NA
2729,Microgale brevicaudata,Mandena,agroforest,3,-14.4776000082492,49.8116559907794,86.950569,female,9,NA,NA
2732,Mus musculus,Mandena,agroforest,3,-14.4784579798579,49.8111120052635,86.1414489999999,female,16,NA,NA
2733,Rattus rattus,Mandena,agroforest,3,-14.4784579798579,49.8111120052635,86.1414489999999,male,35,1,2
2735,Mus musculus,Mandena,agroforest,3,-14.4783360231667,49.8112259991467,87.944382,female,13,NA,NA
2736,Rattus rattus,Mandena,village,3,-14.47605,49.81112,76,male,82,2,2
2737,Rattus rattus,Mandena,village,3,-14.477887,49.81518804,95.04377,female,73,2,2
2738,Rattus rattus,Mandena,village,3,-14.46983099,49.80275298,138.785965,male,88,2,2
2739,Rattus rattus,Mandena,village,3,-14.46983099,49.80275298,138.785965,female,73.5,2,2
2740,Rattus rattus,Mandena,village,3,-14.46889197,49.80278802,145.689209,female,57.5,2,2
2741,Rattus rattus,Mandena,village,3,-14.46889197,49.80278802,145.689209,male,108,2,2
2742,Rattus rattus,Mandena,agroforest,3,-14.4779750145971,49.8114140052348,86.6423029999999,female,54,1,2
2743,Rattus rattus,Mandena,agroforest,3,-14.4778300076723,49.8107599653303,96.4236599999999,female,70,2,2
2744,Rattus rattus,Mandena,agroforest,3,-14.4774720165878,49.8109270166605,106.049010999999,male,128,2,2
2745,Rattus rattus,Mandena,agroforest,3,-14.47781,49.81158,80.0032269999999,male,95,2,2
2746,Rattus rattus,Mandena,agroforest,3,-14.4780719932168,49.8107700236141,100.00338,male,82,2,2
2747,Rattus rattus,Mandena,agroforest,3,-14.477749960497,49.8110560141503,96.339279,male,132,2,3
2748,Rattus rattus,Mandena,agroforest,3,-14.4775489624589,49.8109590355306,99.181099,male,71,1,2
2749,Rattus rattus,Mandena,agroforest,3,-14.4772730302065,49.8109069839119,116.001534,male,71,1,2
2751,Rattus rattus,Mandena,village,3,-14.47999,49.81643,68,male,105,2,2
2752,Mus musculus,Mandena,village,3,-14.47799,49.81514,80,female,11,NA,NA
2753,Mus musculus,Mandena,village,3,-14.47605,49.81112,76,female,12.5,NA,NA
2754,Rattus rattus,Mandena,agroforest,3,-14.4772970024496,49.8110199719667,112.585526,female,132,2,2
2755,Rattus rattus,Mandena,agroforest,3,-14.4772450346499,49.810951994732,116.935516,female,77,2,2
2756,Rattus rattus,Mandena,agroforest,3,-14.4783259648829,49.8111499752849,90.6638949999999,male,114,2,2
2757,Rattus rattus,Mandena,agroforest,3,-14.4779519643634,49.8109809961169,96.379356,male,85,2,2
2758,Rattus rattus,Mandena,agroforest,3,-14.477749960497,49.8110560141503,96.339279,female,114,2,2
2759,Rattus rattus,Mandena,agroforest,3,-14.477647030726,49.810709003359,104.911781,female,110,2,2
2760,Microgale cf. prolixacaudata,Mandena,agroforest,3,-14.477470004931,49.8116930387914,88.6450349999999,female,4.5,NA,NA
2761,Microgale brevicaudata,Mandena,agroforest,3,-14.47718703188,49.8116480279713,89.973915,female,9.8,NA,NA
2762,Rattus rattus,Mandena,village,3,-14.47962,49.81628,70,male,77,2,2
2764,Rattus rattus,Mandena,village,3,-14.46983099,49.80275298,138.785965,male,21,2,2
2765,Rattus rattus,Mandena,agroforest,3,-14.4779760204255,49.8107019625604,98.8444209999999,female,65,2,2
2766,Rattus rattus,Mandena,agroforest,3,-14.477395992726,49.8111099936068,104.47731,male,100,2,2
2767,Microgale brevicaudata,Mandena,agroforest,3,-14.4772450346499,49.8116839863359,90.1440889999999,female,8.4,NA,NA
2769,Rattus rattus,Mandena,agroforest,3,-14.4782539643347,49.8109700158238,91.4716489999999,female,69,2,2
2770,Rattus rattus,Mandena,agroforest,3,-14.4777450151741,49.8109169583767,101.920258,male,70,1,2
2771,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60246,49.65163,589.2,female,71,2,2
2772,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60228,49.65155,592.8,female,97,2,3
2773,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.6023,49.65137,599.4,male,20.5,1,1
2774,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60178,49.65127,611.5,female,105,2,2
2779,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60204,49.65152,597.9,male,119,2,2
2780,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60196,49.65123,605.5,male,22.5,1,1
2782,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60189,49.65144,602.9,male,168,2,3
2783,Mus musculus,Sarahandrano,brushy_regrowth,1,-14.60228,49.65211,582.9,female,13.5,NA,NA
2786,Mus musculus,Sarahandrano,brushy_regrowth,1,-14.60239,49.65203,578.5,male,14.5,NA,NA
2792,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60216,49.65189,587,female,78,2,2
2793,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60202,49.65124,604.2,male,114,2,2
2794,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60189,49.65144,602.9,male,135,2,3
2795,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60184,49.65137,604.5,male,90,2,2
2798,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60196,49.65167,594.4,male,98,1,2
2799,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60202,49.65124,604.2,female,89,3,2
2800,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60181,49.65187,594.7,male,98,2,2
2801,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60189,49.65144,602.9,female,106,2,2
2802,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60178,49.65178,595.6,male,135,2,2
2803,Mus musculus,Sarahandrano,brushy_regrowth,1,-14.60239,49.65203,578.5,male,11.5,NA,NA
2805,Mus musculus,Sarahandrano,brushy_regrowth,1,-14.60204,49.65206,584,female,10.5,NA,NA
2807,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60234,49.65176,590.3,female,110,2,2
2808,Mus musculus,Sarahandrano,brushy_regrowth,1,-14.60238,49.65143,598.4,male,11.5,NA,NA
2809,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60247,49.65189,575.2,male,128,2,2
2810,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60225,49.65219,581.4,male,154,2,3
2811,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60184,49.65137,604.5,female,74,2,2
2812,Rattus rattus,Sarahandrano,brushy_regrowth,1,-14.60168,49.65168,604.4,male,120,2,2
2819,Rattus rattus,Sarahandrano,agriculture,1,-14.60223,49.65575,574.6,male,48,1,2
2820,Rattus rattus,Sarahandrano,agriculture,1,-14.60209,49.65582,580.7,male,32,1,1
2821,Rattus rattus,Sarahandrano,agriculture,1,-14.60185,49.65601,591.5,female,140,2,3
2822,Rattus rattus,Sarahandrano,agriculture,1,-14.60198,49.65579,586,female,30,1,1
2824,Rattus rattus,Sarahandrano,agriculture,1,-14.60169,49.65551,602.4,female,102,2,3
2826,Rattus rattus,Sarahandrano,agriculture,1,-14.60201,49.65619,591.5,male,148,2,3
2827,Rattus rattus,Sarahandrano,agriculture,1,-14.60168,49.65635,606.6,male,110,2,2
2828,Rattus rattus,Sarahandrano,agriculture,1,-14.60167,49.656,602.9,male,77,1,2
2829,Rattus rattus,Sarahandrano,agriculture,1,-14.60166,49.65587,599.5,female,79,2,2
2830,Rattus rattus,Sarahandrano,agriculture,1,-14.60136,49.65603,626,female,128,2,3
2831,Rattus rattus,Sarahandrano,agriculture,1,-14.60137,49.65592,627.8,male,82,1,2
2832,Rattus rattus,Sarahandrano,agriculture,1,-14.60158,49.65561,609.2,male,76.5,1,2
2836,Rattus rattus,Sarahandrano,agriculture,1,-14.60168,49.65635,606.6,male,27,1,1
2839,Rattus rattus,Sarahandrano,agriculture,1,-14.60159,49.65574,610.9,male,132,2,3
2840,Rattus rattus,Sarahandrano,agriculture,1,-14.60173,49.65639,601.8,male,120,2,2
2841,Rattus rattus,Sarahandrano,agriculture,1,-14.60195,49.65574,588.1,male,102,2,2
2844,Rattus rattus,Sarahandrano,agriculture,1,-14.60204,49.65575,581.5,male,122,2,3
2845,Rattus rattus,Sarahandrano,agriculture,1,-14.60224,49.65587,577.4,female,100,2,2
2846,Rattus rattus,Sarahandrano,agriculture,1,-14.60136,49.65603,626,female,104,2,2
2847,Rattus rattus,Sarahandrano,agriculture,1,-14.60159,49.65574,610.9,male,118,2,2
2852,Rattus rattus,Sarahandrano,agriculture,1,-14.60184,49.65639,596.7,male,125,2,3
2854,Rattus rattus,Sarahandrano,agriculture,1,-14.60201,49.65619,591.5,female,98,2,2
2855,Rattus rattus,Sarahandrano,agriculture,1,-14.60156,49.65586,603.7,male,82,1,2
2856,Rattus rattus,Sarahandrano,agriculture,1,-14.60159,49.65574,610.9,male,128,2,3
2857,Rattus rattus,Sarahandrano,agriculture,1,-14.60136,49.65582,621.1,male,102,2,2
2860,Rattus rattus,Sarahandrano,agriculture,1,-14.60223,49.65575,574.6,male,47,1,2
2862,Rattus rattus,Sarahandrano,agriculture,1,-14.60204,49.65601,586.4,male,104,1,2
2868,Rattus rattus,Sarahandrano,agriculture,1,-14.60212,49.65575,575.6,female,105,2,2
2869,Rattus rattus,Sarahandrano,agriculture,1,-14.60191,49.65588,587.2,male,138,2,2
2876,Rattus rattus,Sarahandrano,secondary_forest,1,-14.59967,49.66742,775.5,male,117,2,2
2877,Rattus rattus,Sarahandrano,secondary_forest,1,-14.59946,49.6672,788.1,male,144,2,3
2878,Rattus rattus,Sarahandrano,secondary_forest,1,-14.59952,49.66742,777.7,female,136,2,3
2879,Rattus rattus,Sarahandrano,secondary_forest,1,-14.59952,49.66794,780.3,female,122,2,2
2880,Rattus rattus,Sarahandrano,secondary_forest,1,-14.59952,49.66804,782.2,male,104,1,2
2881,Rattus rattus,Sarahandrano,secondary_forest,1,-14.5992,49.66798,792.4,male,138,2,3
2887,Rattus rattus,Sarahandrano,secondary_forest,1,-14.59964,49.66762,780.8,female,20.5,1,1
2888,Rattus rattus,Sarahandrano,secondary_forest,1,-14.59935,49.66777,783.5,male,170,2,3
2892,Rattus rattus,Sarahandrano,secondary_forest,1,-14.59946,49.6672,788.1,female,127,2,2
2893,Rattus rattus,Sarahandrano,secondary_forest,1,-14.59908,49.66752,783.1,female,110,2,2
2894,Rattus rattus,Sarahandrano,secondary_forest,1,-14.59935,49.66777,783.5,male,137,2,2
2895,Rattus rattus,Sarahandrano,secondary_forest,1,-14.59879,49.66782,798.1,male,148,2,3
2900,Rattus rattus,Sarahandrano,secondary_forest,1,-14.59898,49.66754,787.1,female,38,2,2
2924,Rattus rattus,Sarahandrano,agroforest,1,-14.59557,49.66243,734.8,female,99,2,2
2925,Rattus rattus,Sarahandrano,agroforest,1,-14.59507,49.66254,746.2,male,68,1,2
2926,Rattus rattus,Sarahandrano,agroforest,1,-14.59555,49.66264,734.8,female,107,2,2
2927,Rattus rattus,Sarahandrano,agroforest,1,-14.59555,49.66212,723,female,141,2,3
2928,Rattus rattus,Sarahandrano,agroforest,1,-14.59546,49.66218,734,male,112,2,2
2930,Rattus rattus,Sarahandrano,agroforest,1,-14.59564,49.6626,733.1,female,132,2,3
2933,Rattus rattus,Sarahandrano,agroforest,1,-14.5957,49.6621,726.9,female,43,1,2
2934,Rattus rattus,Sarahandrano,agroforest,1,-14.59492,49.66238,743.1,male,94,1,2
2935,Rattus rattus,Sarahandrano,agroforest,1,-14.59565,49.662350000000004,737.7,female,132,2,2
2936,Rattus rattus,Sarahandrano,agroforest,1,-14.59564,49.6626,733.1,male,146,2,2
2937,Rattus rattus,Sarahandrano,agroforest,1,-14.5954,49.66262,734.4,male,134,2,2
2938,Rattus rattus,Sarahandrano,agroforest,1,-14.59505,49.66268,747.3,female,100,2,2
2941,Rattus rattus,Sarahandrano,agroforest,1,-14.59548,49.66212,723.4,female,126,2,2
2942,Rattus rattus,Sarahandrano,agroforest,1,-14.59541,49.66226,729.9,male,98,2,2
2944,Rattus rattus,Sarahandrano,agroforest,1,-14.595,49.66255,747.4,male,142,2,2
2945,Rattus rattus,Sarahandrano,agroforest,1,-14.59515,49.66226,739.2,male,27,1,1
2946,Rattus rattus,Sarahandrano,agroforest,1,-14.59506,49.66263,744.7,male,162,2,3
2948,Rattus rattus,Sarahandrano,agroforest,1,-14.59486,49.66267,752.6,female,35.5,1,1
2950,Rattus rattus,Sarahandrano,agroforest,1,-14.59543,49.66269,739.6,male,160,2,3
2955,Mus musculus,Sarahandrano,flooded_rice,1,-14.60682,49.64471,484.7,female,18,NA,NA
2956,Mus musculus,Sarahandrano,flooded_rice,1,-14.60671,49.64467,485.3,male,15,NA,NA
2957,Mus musculus,Sarahandrano,flooded_rice,1,-14.60699,49.64522,485.9,male,6.5,NA,NA
2958,Rattus rattus,Sarahandrano,flooded_rice,1,-14.60707,49.64524,488.4,female,26,1,1
2959,Rattus rattus,Sarahandrano,village,1,-14.60784,49.64871,494.6,male,105,2,3
2961,Suncus murinus,Sarahandrano,flooded_rice,1,-14.60756,49.64483,486.2,female,13.2,NA,NA
2964,Mus musculus,Sarahandrano,flooded_rice,1,-14.60707,49.64532,489,female,19.5,NA,NA
2966,Mus musculus,Sarahandrano,flooded_rice,1,-14.60688,49.64527,489.2,male,13.6,NA,NA
2967,Mus musculus,Sarahandrano,village,1,-14.60824,49.64935,494.4,female,11,NA,NA
2968,Mus musculus,Sarahandrano,village,1,-14.6077,49.64912,486.2,female,12,NA,NA
2969,Mus musculus,Sarahandrano,flooded_rice,1,-14.60741,49.64447,488.2,female,17.5,NA,NA
2970,Mus musculus,Sarahandrano,flooded_rice,1,-14.60717,49.64526,490,male,11.5,NA,NA
2971,Suncus murinus,Sarahandrano,flooded_rice,1,-14.60707,49.64485,485.8,male,35,NA,NA
2972,Suncus murinus,Sarahandrano,flooded_rice,1,-14.60666,49.64493,486,male,33,NA,NA
2973,Mus musculus,Sarahandrano,flooded_rice,1,-14.60703,49.64457,488.8,male,10.2,NA,NA
2974,Suncus murinus,Sarahandrano,flooded_rice,1,-14.60755,49.64509,487.1,female,12,NA,NA
2975,Suncus murinus,Sarahandrano,flooded_rice,1,-14.60756,49.64483,486.2,male,21.5,NA,NA
2977,Rattus rattus,Sarahandrano,village,1,-14.60046,49.66498,723.8,male,118,2,2
2980,Rattus rattus,Sarahandrano,village,1,-14.59557,49.66243,734.8,male,63,1,2
2981,Rattus rattus,Sarahandrano,village,1,-14.59557,49.66243,734.8,male,44,1,2
2982,Rattus rattus,Sarahandrano,village,1,-14.60799,49.64541,486.9,male,148,2,2
2983,Mus musculus,Sarahandrano,flooded_rice,1,-14.60703,49.64457,488.8,male,11,NA,NA
2984,Rattus rattus,Sarahandrano,village,1,-14.6077,49.64912,486.2,female,67,2,2
2988,Mus musculus,Sarahandrano,brushy_regrowth,2,-14.60248,49.65134,603.3,male,12.3,NA,NA
2989,Rattus rattus,Sarahandrano,brushy_regrowth,2,-14.60218,49.65219,584.4,female,90.5,3,NA
2990,Rattus rattus,Sarahandrano,brushy_regrowth,2,-14.60208,49.65179,595.8,male,119,2,NA
2997,Mus musculus,Sarahandrano,brushy_regrowth,2,-14.6022,49.65212,586.3,female,13.5,NA,NA
3000,Rattus rattus,Sarahandrano,brushy_regrowth,2,-14.60233,49.65179,589.8,male,112,2,NA
3001,Rattus rattus,Sarahandrano,brushy_regrowth,2,-14.60191,49.65166,604.8,male,102,2,NA
3002,Rattus rattus,Sarahandrano,brushy_regrowth,2,-14.60199,49.65169,595.8,male,103,2,NA
